               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss, train/cls_task_loss,train/constraint_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,   val/cls_task_loss, val/constraint_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11688,            0.013769,            0.050044,              1.1028,                   0,          7.8944e-06,             0.00625,          4.5056e-06,          9.0111e-07,             0.11992,            0.010885,            0.050574,              1.1025,                   0,              0.0937,              0.0007,              0.0007
                   1,             0.11715,            0.013702,            0.050031,              1.1011,                   0,          1.3145e-05,              0.0125,          7.2234e-06,          1.1054e-06,             0.11989,            0.010855,            0.050293,              1.1016,                   0,            0.086496,           0.0014955,           0.0014955
                   2,             0.11687,            0.013726,            0.050431,              1.1048,                   0,          9.9538e-06,             0.00625,          5.3959e-06,          1.0792e-06,             0.11975,            0.010868,             0.05033,              1.1045,                   0,            0.079286,           0.0022862,           0.0022862
                   3,             0.11696,            0.013708,            0.050442,              1.1055,                   0,          1.0566e-05,             0.00625,          1.2368e-05,          2.4736e-06,             0.11945,            0.010905,            0.050525,              1.1035,                   0,            0.072072,           0.0030721,           0.0030721
                   4,              0.1162,            0.013776,            0.050348,              1.1026,                   0,          1.0311e-05,             0.00625,          5.6875e-06,          1.1375e-06,             0.11866,            0.010919,            0.050342,              1.1006,                   0,            0.064853,           0.0038532,           0.0038532
                   5,             0.11522,            0.013908,            0.049859,              1.1038,                   0,          1.2401e-05,             0.00625,          2.0282e-05,          4.0564e-06,             0.11822,            0.010963,            0.050293,              1.1006,                   0,             0.05763,           0.0046295,           0.0046295
                   6,             0.11454,            0.013892,            0.049709,              1.1032,                   0,          1.1215e-05,             0.00625,           6.247e-06,          1.2494e-06,             0.11728,            0.011056,            0.049817,              1.1045,                   0,            0.050401,            0.005401,            0.005401
                   7,             0.11409,            0.013948,            0.049494,              1.1052,                   0,          1.2104e-05,             0.00625,          7.6803e-06,          1.5361e-06,             0.11657,            0.011058,            0.049414,              1.1064,                   0,            0.043168,           0.0061677,           0.0061677
                   8,             0.11297,            0.013973,            0.049068,              1.1033,                   0,          1.2835e-05,             0.00625,          8.0315e-06,          1.6063e-06,             0.11557,            0.011094,            0.049597,              1.1025,                   0,             0.03593,           0.0069296,           0.0069296
                   9,             0.11208,            0.014058,             0.04889,               1.101,                   0,          1.3207e-05,             0.00625,           7.543e-06,          1.5086e-06,             0.11393,            0.011244,            0.049426,              1.1006,                   0,            0.028687,           0.0076867,           0.0076867
                  10,              0.1112,            0.014101,            0.048748,              1.0989,                   0,                   0,                   0,                   0,                   0,             0.11206,            0.011384,            0.048926,              1.1016,                   0,            0.021439,            0.008439,            0.008439
                  11,              0.1098,            0.014214,            0.048333,              1.1004,                   0,                   0,                   0,                   0,                   0,             0.11032,             0.01154,             0.04823,              1.1025,                   0,            0.014186,           0.0091865,           0.0091865
                  12,             0.10732,            0.014411,              0.0481,                 1.1,                   0,          1.2379e-05,             0.00625,          1.6556e-05,          3.3113e-06,             0.10869,            0.011738,            0.048523,              1.0977,                   0,             0.00964,             0.00964,             0.00964
                  13,             0.10604,            0.014581,            0.047614,              1.0984,                   0,          1.1987e-05,             0.00625,          6.9421e-06,          1.3884e-06,             0.10667,            0.011933,            0.048242,              1.0996,                   0,             0.00964,             0.00964,             0.00964
                  14,             0.10496,            0.014579,            0.047407,              1.1006,                   0,                   0,                   0,                   0,                   0,             0.10607,            0.012002,            0.048035,              1.1006,                   0,             0.00961,             0.00961,             0.00961
                  15,             0.10383,            0.014772,            0.047188,              1.0988,                   0,                   0,                   0,                   0,                   0,             0.10519,             0.01208,            0.047485,              1.0996,                   0,             0.00958,             0.00958,             0.00958
