                  epoch,             train/loss,              test/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                     85,                0.46727,                0.44491,                0.94198,                      1,              0.0007162
                     86,                0.45043,                0.46862,                0.91809,                      1,              0.0007129
                     87,                 0.4644,                  0.424,                0.96246,                      1,              0.0007096
                     88,                0.46589,                0.53645,                0.87372,                      1,              0.0007063
                     89,                0.45775,                0.39047,                0.97611,                      1,               0.000703
                     90,                0.47262,                0.65838,                0.82594,                      1,              0.0006997
                     91,                0.47138,                0.44189,                0.94539,                      1,              0.0006964
                     92,                0.46701,                0.40254,                0.96928,                      1,              0.0006931
                     93,                0.47669,                0.44628,                0.95904,                      1,              0.0006898
                     94,                0.47529,                 0.4338,                0.95222,                      1,              0.0006865
                     95,                0.48105,                0.49137,                0.90785,                      1,              0.0006832
                     96,                0.47598,                0.46064,                0.91468,                      1,              0.0006799
                     97,                 0.4733,                0.44012,                0.92833,                      1,              0.0006766
                     98,                0.47513,                 0.4209,                0.94881,                      1,              0.0006733
                     99,                0.44113,                0.39445,                0.96246,                      1,                0.00067
                    100,                0.44082,                0.38663,                0.95904,                      1,              0.0006667
                    101,                0.46424,                  0.389,                0.95563,                      1,              0.0006634
                    102,                0.44579,                0.39905,                0.95563,                      1,              0.0006601
                    103,                0.44203,                0.41006,                0.94881,                      1,              0.0006568
                    104,                0.43756,                0.44992,                0.92833,                      1,              0.0006535
                    105,                0.45588,                0.41789,                0.96246,                      1,              0.0006502
                    106,                0.45108,                0.38662,                0.97952,                      1,              0.0006469
                    107,                0.43076,                0.61305,                0.87031,                      1,              0.0006436
                    108,                0.44702,                0.41655,                0.95222,                      1,              0.0006403
                    109,                0.44217,                0.48307,                0.94539,                      1,               0.000637
                    110,                0.45109,                0.39183,                0.95222,                      1,              0.0006337
                    111,                0.45591,                0.42665,                0.94539,                      1,              0.0006304
                    112,                0.44378,                0.49137,                0.89761,                      1,              0.0006271
                    113,                0.44706,                0.41244,                0.94881,                      1,              0.0006238
                    114,                0.43847,                0.45178,                0.94539,                      1,              0.0006205
                    115,                0.43765,                0.46813,                0.92491,                      1,              0.0006172
                    116,                0.43768,                0.39821,                 0.9727,                      1,              0.0006139
                    117,                0.42582,                0.38442,                 0.9727,                      1,              0.0006106
                    118,                0.44244,                0.42207,                0.94539,                      1,              0.0006073
                    119,                0.45833,                0.40901,                0.96246,                      1,               0.000604
                    120,                0.44876,                0.40775,                0.94881,                      1,              0.0006007
                    121,                0.44239,                0.38197,                 0.9727,                      1,              0.0005974
                    122,                0.44409,                0.40624,                0.95563,                      1,              0.0005941
                    123,                0.45047,                 0.3913,                 0.9727,                      1,              0.0005908
                    124,                 0.4526,                0.48086,                0.88396,                      1,              0.0005875
                    125,                0.44016,                0.37915,                0.98294,                      1,              0.0005842
                    126,                0.43982,                0.43665,                0.93174,                      1,              0.0005809
                    127,                0.42888,                0.45121,                0.94539,                      1,              0.0005776
                    128,                0.42615,                0.39955,                0.96587,                      1,              0.0005743
                    129,                0.44387,                0.41907,                0.95222,                      1,               0.000571
                    130,                0.45109,                0.39098,                0.95904,                      1,              0.0005677
                    131,                0.43717,                0.42559,                0.93174,                      1,              0.0005644
                    132,                0.42407,                0.41057,                0.95563,                      1,              0.0005611
                    133,                0.44616,                0.50628,                 0.8942,                      1,              0.0005578
                    134,                0.44985,                0.39148,                0.96928,                      1,              0.0005545
                    135,                0.43167,                0.35975,                0.98635,                      1,              0.0005512
                    136,                0.44119,                0.37799,                0.97611,                      1,              0.0005479
                    137,                 0.4533,                0.41675,                0.94881,                      1,              0.0005446
                    138,                0.42391,                0.39048,                0.96928,                      1,              0.0005413
                    139,                 0.3955,                0.41069,                0.95563,                      1,               0.000538
                    140,                0.43942,                 0.3963,                 0.9727,                      1,              0.0005347
                    141,                 0.4296,                0.40655,                 0.9727,                      1,              0.0005314
                    142,                0.44019,                0.38202,                0.96587,                      1,              0.0005281
                    143,                0.44017,                0.37879,                0.96928,                      1,              0.0005248
                    144,                0.43026,                0.42083,                0.95222,                      1,              0.0005215
                    145,                0.43841,                0.35714,                0.98635,                      1,              0.0005182
                    146,                0.42546,                0.44458,                0.94198,                      1,              0.0005149
                    147,                0.44902,                0.38398,                0.96587,                      1,              0.0005116
                    148,                 0.4306,                0.39808,                0.96246,                      1,              0.0005083
                    149,                0.43299,                0.38129,                0.96928,                      1,               0.000505
                    150,                0.42356,                0.44243,                0.93515,                      1,              0.0005017
                    151,                0.41561,                0.39704,                0.95563,                      1,              0.0004984
                    152,                0.41021,                0.38456,                0.97611,                      1,              0.0004951
                    153,                0.41078,                0.37958,                 0.9727,                      1,              0.0004918
                    154,                0.40843,                0.39829,                0.96246,                      1,              0.0004885
                    155,                0.40622,                0.37419,                0.96587,                      1,              0.0004852
                    156,                 0.4286,                0.36742,                0.97952,                      1,              0.0004819
                    157,                0.41073,                0.36411,                0.96246,                      1,              0.0004786
                    158,                0.41147,                 0.3537,                0.97952,                      1,              0.0004753
                    159,                0.40487,                0.39723,                0.97611,                      1,               0.000472
                    160,                0.43753,                0.37192,                0.97611,                      1,              0.0004687
                    161,                0.41013,                 0.3691,                0.97611,                      1,              0.0004654
                    162,                0.40596,                 0.3683,                0.97611,                      1,              0.0004621
                    163,                0.41882,                0.38208,                0.96587,                      1,              0.0004588
                    164,                0.40363,                0.39214,                0.96928,                      1,              0.0004555
                    165,                 0.4084,                0.37699,                0.96587,                      1,              0.0004522
                    166,                0.42081,                0.36331,                 0.9727,                      1,              0.0004489
                    167,                0.40402,                 0.3653,                0.98294,                      1,              0.0004456
                    168,                0.41567,                0.35389,                 0.9727,                      1,              0.0004423
                    169,                0.40321,                0.36494,                 0.9727,                      1,               0.000439
                    170,                 0.3919,                0.38124,                0.97952,                      1,              0.0004357
                    171,                0.41152,                0.38258,                0.97952,                      1,              0.0004324
                    172,                0.40179,                 0.3726,                0.96928,                      1,              0.0004291
                    173,                 0.4148,                0.39889,                0.94539,                      1,              0.0004258
                    174,                0.40694,                0.37183,                0.96928,                      1,              0.0004225
                    175,                 0.3934,                0.37824,                0.97611,                      1,              0.0004192
                    176,                0.41228,                0.39019,                0.96246,                      1,              0.0004159
                    177,                 0.4141,                0.36184,                0.97952,                      1,              0.0004126
                    178,                0.43205,                0.36631,                 0.9727,                      1,              0.0004093
                    179,                0.40031,                0.36864,                 0.9727,                      1,               0.000406
                    180,                0.40025,                 0.4396,                0.93174,                      1,              0.0004027
                    181,                0.40607,                0.35758,                 0.9727,                      1,              0.0003994
                    182,                0.41462,                0.37578,                 0.9727,                      1,              0.0003961
                    183,                 0.4148,                0.36262,                0.97611,                      1,              0.0003928
                    184,                0.40628,                0.37722,                0.98294,                      1,              0.0003895
                    185,                0.41673,                0.37207,                0.97952,                      1,              0.0003862
                    186,                0.40918,                0.36155,                0.97611,                      1,              0.0003829
                    187,                0.40966,                0.35053,                0.97611,                      1,              0.0003796
                    188,                0.42239,                0.36384,                0.96587,                      1,              0.0003763
                    189,                0.39586,                 0.3813,                 0.9727,                      1,               0.000373
                    190,                0.38427,                0.37031,                 0.9727,                      1,              0.0003697
                    191,                0.38881,                0.35004,                0.97611,                      1,              0.0003664
                    192,                0.41017,                0.34232,                0.98294,                      1,              0.0003631
                    193,                0.40774,                0.34629,                0.96587,                      1,              0.0003598
                    194,                0.39993,                0.34669,                0.97952,                      1,              0.0003565
                    195,                0.39698,                0.35066,                0.97611,                      1,              0.0003532
                    196,                0.39677,                0.34498,                0.98294,                      1,              0.0003499
                    197,                0.39217,                0.34932,                0.97611,                      1,              0.0003466
                    198,                 0.3977,                0.37059,                0.97611,                      1,              0.0003433
                    199,                0.40288,                0.35931,                0.97611,                      1,                0.00034
                    200,                 0.4044,                 0.3674,                 0.9727,                      1,              0.0003367
                    201,                0.40111,                 0.3676,                0.96928,                      1,              0.0003334
                    202,                0.41048,                0.35942,                0.96928,                      1,              0.0003301
                    203,                0.39338,                0.35985,                 0.9727,                      1,              0.0003268
                    204,                0.39774,                0.35188,                0.97611,                      1,              0.0003235
                    205,                0.40025,                0.34889,                0.97952,                      1,              0.0003202
                    206,                0.38893,                0.36551,                0.97952,                      1,              0.0003169
                    207,                0.38665,                0.36567,                0.97611,                      1,              0.0003136
                    208,                0.39797,                0.35528,                 0.9727,                      1,              0.0003103
                    209,                0.38323,                0.35038,                0.97952,                      1,               0.000307
                    210,                 0.3833,                0.34422,                0.98294,                      1,              0.0003037
                    211,                 0.3664,                0.34616,                 0.9727,                      1,              0.0003004
                    212,                 0.3982,                0.34734,                0.97611,                      1,              0.0002971
                    213,                0.38251,                0.35103,                0.97611,                      1,              0.0002938
                    214,                 0.3951,                 0.3548,                0.96928,                      1,              0.0002905
                    215,                0.37789,                0.34791,                0.97611,                      1,              0.0002872
                    216,                0.38167,                0.35013,                0.96928,                      1,              0.0002839
                    217,                0.38487,                0.34812,                0.97611,                      1,              0.0002806
                    218,                0.37124,                0.35222,                0.96928,                      1,              0.0002773
                    219,                0.37629,                0.34662,                0.97611,                      1,               0.000274
                    220,                0.37749,                0.35653,                0.97611,                      1,              0.0002707
                    221,                0.36917,                0.34425,                0.97611,                      1,              0.0002674
                    222,                0.35625,                0.34778,                0.98635,                      1,              0.0002641
                    223,                 0.3909,                 0.3635,                0.98294,                      1,              0.0002608
                    224,                0.36485,                0.35243,                 0.9727,                      1,              0.0002575
                    225,                0.37515,                0.35634,                0.98294,                      1,              0.0002542
                    226,                0.38576,                0.35084,                0.98294,                      1,              0.0002509
                    227,                0.37967,                0.34187,                0.98294,                      1,              0.0002476
                    228,                0.37222,                0.34597,                0.98294,                      1,              0.0002443
                    229,                0.35588,                0.36079,                 0.9727,                      1,               0.000241
                    230,                0.37363,                0.34854,                0.96928,                      1,              0.0002377
                    231,                0.36332,                0.34506,                0.97952,                      1,              0.0002344
                    232,                0.40617,                0.34431,                0.98635,                      1,              0.0002311
                    233,                0.38187,                0.34011,                0.98294,                      1,              0.0002278
                    234,                0.36598,                0.34419,                0.97952,                      1,              0.0002245
                    235,                0.38605,                0.34437,                0.97952,                      1,              0.0002212
                    236,                0.37727,                0.34875,                0.98294,                      1,              0.0002179
                    237,                0.38446,                0.34664,                0.98294,                      1,              0.0002146
                    238,                0.38378,                0.35279,                0.97952,                      1,              0.0002113
                    239,                0.36438,                0.34631,                0.97611,                      1,               0.000208
                    240,                0.37565,                0.35251,                0.97952,                      1,              0.0002047
                    241,                0.37837,                0.34548,                0.97952,                      1,              0.0002014
                    242,                0.38377,                0.34834,                0.98294,                      1,              0.0001981
                    243,                0.35839,                0.34073,                0.98294,                      1,              0.0001948
                    244,                0.38125,                  0.342,                0.98294,                      1,              0.0001915
                    245,                0.37127,                0.33549,                0.98294,                      1,              0.0001882
                    246,                0.36983,                0.34875,                0.98294,                      1,              0.0001849
                    247,                0.36503,                0.34644,                0.97952,                      1,              0.0001816
                    248,                0.36021,                0.34112,                0.98294,                      1,              0.0001783
                    249,                0.39028,                0.34285,                0.98294,                      1,               0.000175
                    250,                 0.3617,                 0.3521,                0.98294,                      1,              0.0001717
                    251,                0.36806,                0.35143,                0.97952,                      1,              0.0001684
                    252,                0.35697,                0.34496,                0.97952,                      1,              0.0001651
                    253,                0.35807,                0.34848,                0.97952,                      1,              0.0001618
                    254,                0.35274,                0.35073,                0.97952,                      1,              0.0001585
                    255,                0.35461,                0.34828,                0.97611,                      1,              0.0001552
                    256,                0.35594,                 0.3406,                0.97952,                      1,              0.0001519
                    257,                0.35424,                0.33826,                0.97952,                      1,              0.0001486
                    258,                0.35277,                 0.3551,                0.97611,                      1,              0.0001453
                    259,                0.35045,                0.35256,                 0.9727,                      1,               0.000142
                    260,                0.34163,                  0.348,                0.97611,                      1,              0.0001387
                    261,                0.34898,                0.34186,                0.98294,                      1,              0.0001354
                    262,                0.37146,                0.34097,                0.98294,                      1,              0.0001321
                    263,                0.35848,                0.34087,                0.98294,                      1,              0.0001288
                    264,                0.36303,                0.34078,                0.98294,                      1,              0.0001255
                    265,                0.35829,                0.33411,                0.98294,                      1,              0.0001222
                    266,                0.35344,                0.34283,                0.98294,                      1,              0.0001189
                    267,                 0.3615,                0.34213,                0.98294,                      1,              0.0001156
                    268,                0.34999,                0.34133,                0.97952,                      1,              0.0001123
                    269,                0.34786,                0.33768,                0.97952,                      1,               0.000109
                    270,                0.36729,                0.34261,                0.98294,                      1,              0.0001057
                    271,                0.35282,                 0.3451,                0.97952,                      1,              0.0001024
                    272,                0.35267,                0.34671,                0.97952,                      1,               9.91e-05
                    273,                0.38059,                0.33802,                0.97952,                      1,               9.58e-05
                    274,                0.35845,                0.33969,                0.97952,                      1,               9.25e-05
                    275,                0.35614,                0.33737,                0.97952,                      1,               8.92e-05
                    276,                0.35029,                0.33998,                0.97952,                      1,               8.59e-05
                    277,                0.35451,                0.34751,                0.97952,                      1,               8.26e-05
                    278,                 0.3502,                0.34149,                0.97952,                      1,               7.93e-05
                    279,                0.34847,                0.35173,                0.97952,                      1,                7.6e-05
                    280,                0.35632,                 0.3457,                0.97952,                      1,               7.27e-05
                    281,                0.34764,                0.34362,                0.97952,                      1,               6.94e-05
                    282,                 0.3441,                0.34424,                0.97952,                      1,               6.61e-05
                    283,                0.34947,                0.34727,                0.97952,                      1,               6.28e-05
                    284,                0.34835,                0.34424,                0.97952,                      1,               5.95e-05
                    285,                0.33976,                0.34188,                0.97952,                      1,               5.62e-05
                    286,                 0.3484,                0.34623,                0.97952,                      1,               5.29e-05
                    287,                0.33566,                0.34225,                0.97952,                      1,               4.96e-05
                    288,                0.34881,                0.34615,                0.97952,                      1,               4.63e-05
                    289,                0.34126,                0.34084,                0.97952,                      1,                4.3e-05
                    290,                0.35439,                0.34015,                0.97952,                      1,               3.97e-05
                    291,                0.34884,                 0.3466,                0.97952,                      1,               3.64e-05
                    292,                0.35107,                0.33905,                0.97952,                      1,               3.31e-05
                    293,                0.34219,                0.34563,                0.97952,                      1,               2.98e-05
                    294,                0.34922,                0.34873,                0.97952,                      1,               2.65e-05
                    295,                 0.3461,                0.34735,                0.97952,                      1,               2.32e-05
                    296,                0.33774,                0.34842,                0.97952,                      1,               1.99e-05
                    297,                0.33953,                 0.3509,                0.97952,                      1,               1.66e-05
                    298,                0.33698,                0.34717,                0.97952,                      1,               1.33e-05
                    299,                0.34773,                0.34633,                0.97952,                      1,                  1e-05
