# epoch,accuracy,precision,recall,f1_score
0,0.1934,0.0374,0.1934,0.0627
1,0.1934,0.0374,0.1934,0.0627
2,0.3204,0.1027,0.3204,0.1555
3,0.3204,0.1027,0.3204,0.1555
4,0.3204,0.1027,0.3204,0.1555
5,0.3204,0.1027,0.3204,0.1555
6,0.3204,0.1027,0.3204,0.1555
7,0.3204,0.1027,0.3204,0.1555
8,0.3204,0.1027,0.3204,0.1555
9,0.3204,0.1027,0.3204,0.1555
10,0.3204,0.1027,0.3204,0.1555
11,0.3204,0.1027,0.3204,0.1555
12,0.3204,0.1027,0.3204,0.1555
13,0.3204,0.1027,0.3204,0.1555
14,0.3149,0.1015,0.3149,0.1535
15,0.4917,0.5581,0.4917,0.3301
16,0.4917,0.4311,0.4917,0.3300
17,0.4917,0.4311,0.4917,0.3300
18,0.4862,0.2390,0.4862,0.3205
19,0.4862,0.2815,0.4862,0.3349
20,0.5083,0.5674,0.5083,0.3678
21,0.4862,0.2377,0.4862,0.3193
22,0.4862,0.2364,0.4862,0.3181
23,0.4862,0.2364,0.4862,0.3181
24,0.4862,0.2364,0.4862,0.3181
25,0.4862,0.2377,0.4862,0.3193
26,0.4862,0.2364,0.4862,0.3181
27,0.4862,0.2364,0.4862,0.3181
28,0.4862,0.2364,0.4862,0.3181
29,0.4917,0.3992,0.4917,0.3312
30,0.4972,0.3940,0.4972,0.4362
31,0.3204,0.1027,0.3204,0.1555
32,0.3425,0.7846,0.3425,0.2007
33,0.2707,0.5685,0.2707,0.2043
34,0.1934,0.0374,0.1934,0.0627
35,0.1989,0.1183,0.1989,0.0742
36,0.1934,0.0374,0.1934,0.0627
37,0.1934,0.0374,0.1934,0.0627
38,0.1934,0.0374,0.1934,0.0627
39,0.1934,0.0374,0.1934,0.0627
40,0.1934,0.0374,0.1934,0.0627
41,0.1934,0.0374,0.1934,0.0627
42,0.1934,0.0374,0.1934,0.0627
43,0.1934,0.0374,0.1934,0.0627
44,0.2155,0.5244,0.2155,0.1061
45,0.3315,0.5112,0.3315,0.2845
46,0.1934,0.0374,0.1934,0.0627
47,0.2486,0.5258,0.2486,0.1649
48,0.4530,0.5176,0.4530,0.4146
49,0.2376,0.8458,0.2376,0.1476
50,0.5028,0.8433,0.5028,0.4882
51,0.2652,0.8469,0.2652,0.1982
52,0.3923,0.8384,0.3923,0.3777
53,0.4807,0.8492,0.4807,0.4745
54,0.2707,0.8032,0.2707,0.2069
55,0.1934,0.0374,0.1934,0.0627
56,0.2652,0.7499,0.2652,0.1949
57,0.2376,0.7852,0.2376,0.1472
58,0.4807,0.8500,0.4807,0.4542
59,0.3094,0.8489,0.3094,0.2634
60,0.6464,0.8584,0.6464,0.6117
61,0.5967,0.8626,0.5967,0.5784
62,0.2652,0.8030,0.2652,0.1967
63,0.1989,0.3580,0.1989,0.0738
64,0.4365,0.8439,0.4365,0.4302
65,0.3978,0.8397,0.3978,0.3804
66,0.4144,0.8418,0.4144,0.3987
67,0.5801,0.8596,0.5801,0.5935
68,0.5193,0.8524,0.5193,0.5327
69,0.5470,0.8569,0.5470,0.5281
70,0.4751,0.5293,0.4751,0.4368
71,0.5912,0.5422,0.5912,0.5295
72,0.4365,0.8448,0.4365,0.4173
73,0.3757,0.8379,0.3757,0.3424
74,0.3425,0.8306,0.3425,0.3130
75,0.2044,0.8444,0.2044,0.0850
76,0.2099,0.8447,0.2099,0.0958
77,0.4530,0.8436,0.4530,0.4667
78,0.5746,0.8592,0.5746,0.5822
79,0.4254,0.8429,0.4254,0.4146
80,0.6519,0.8640,0.6519,0.6001
81,0.4751,0.8483,0.4751,0.4732
82,0.3702,0.8253,0.3702,0.3616
83,0.2983,0.8484,0.2983,0.2356
84,0.2265,0.4556,0.2265,0.1262
85,0.4751,0.8480,0.4751,0.4770
86,0.5801,0.8596,0.5801,0.5935
87,0.4420,0.8449,0.4420,0.4320
88,0.6409,0.8663,0.6409,0.6708
89,0.4530,0.8444,0.4530,0.4628
90,0.2928,0.5024,0.2928,0.2323
91,0.5967,0.8628,0.5967,0.5673
92,0.5470,0.8567,0.5470,0.5334
93,0.6685,0.8718,0.6685,0.6716
94,0.6077,0.8624,0.6077,0.6324
95,0.4254,0.8325,0.4254,0.4329
96,0.5801,0.8607,0.5801,0.5602
97,0.4751,0.8472,0.4751,0.4862
98,0.6243,0.8661,0.6243,0.6046
99,0.5912,0.8624,0.5912,0.5508
100,0.6298,0.8672,0.6298,0.5918
