# epoch,accuracy,precision,recall,f1_score
0,0.3056,0.0934,0.3056,0.1430
1,0.3056,0.0934,0.3056,0.1430
2,0.3056,0.0934,0.3056,0.1430
3,0.3056,0.0934,0.3056,0.1430
4,0.3056,0.0934,0.3056,0.1430
5,0.3056,0.0934,0.3056,0.1430
6,0.5111,0.2612,0.5111,0.3458
7,0.5111,0.2612,0.5111,0.3458
8,0.5111,0.2612,0.5111,0.3458
9,0.5111,0.2612,0.5111,0.3458
10,0.5111,0.2612,0.5111,0.3458
11,0.5111,0.2612,0.5111,0.3458
12,0.5111,0.2612,0.5111,0.3458
13,0.5111,0.2612,0.5111,0.3458
14,0.5111,0.2612,0.5111,0.3458
15,0.5111,0.2612,0.5111,0.3458
16,0.5111,0.2612,0.5111,0.3458
17,0.5111,0.3646,0.5111,0.3563
18,0.5111,0.3914,0.5111,0.3776
19,0.5222,0.6546,0.5222,0.3931
20,0.5167,0.3475,0.5167,0.3808
21,0.5111,0.4367,0.5111,0.3820
22,0.5278,0.5187,0.5278,0.4086
23,0.5278,0.4865,0.5278,0.4170
24,0.5111,0.3269,0.5111,0.3586
25,0.5111,0.2627,0.5111,0.3470
26,0.5111,0.2612,0.5111,0.3458
27,0.5111,0.2612,0.5111,0.3458
28,0.5167,0.5682,0.5167,0.3579
29,0.5111,0.2612,0.5111,0.3458
30,0.5111,0.2612,0.5111,0.3458
31,0.5111,0.2612,0.5111,0.3458
32,0.5111,0.2612,0.5111,0.3458
33,0.5111,0.2612,0.5111,0.3458
34,0.5111,0.2612,0.5111,0.3458
35,0.5111,0.2612,0.5111,0.3458
36,0.5111,0.2612,0.5111,0.3458
37,0.5111,0.2612,0.5111,0.3458
38,0.5056,0.2613,0.5056,0.3445
39,0.5167,0.3067,0.5167,0.3751
40,0.5111,0.2642,0.5111,0.3483
41,0.5167,0.2980,0.5167,0.3641
42,0.5333,0.6287,0.5333,0.4165
43,0.5167,0.3082,0.5167,0.3818
44,0.5556,0.6601,0.5556,0.4663
45,0.5389,0.3522,0.5389,0.4249
46,0.5611,0.6881,0.5611,0.4726
47,0.5667,0.6977,0.5667,0.4812
48,0.5667,0.3981,0.5667,0.4676
49,0.6000,0.4652,0.6000,0.5180
50,0.5778,0.4854,0.5778,0.5142
51,0.5889,0.8181,0.5889,0.5806
52,0.5722,0.8404,0.5722,0.5712
53,0.3000,0.8547,0.3000,0.2670
54,0.3500,0.8570,0.3500,0.3428
55,0.6611,0.8341,0.6611,0.6990
56,0.6556,0.8738,0.6556,0.6652
57,0.7278,0.8847,0.7278,0.7404
58,0.5111,0.8667,0.5111,0.5076
59,0.6333,0.8778,0.6333,0.6215
60,0.7667,0.8868,0.7667,0.7789
61,0.4778,0.8643,0.4778,0.5084
62,0.7611,0.8865,0.7611,0.7584
63,0.8278,0.8496,0.8278,0.8266
64,0.7667,0.8574,0.7667,0.7642
65,0.7056,0.8587,0.7056,0.7305
66,0.6222,0.8595,0.6222,0.6483
67,0.6500,0.8797,0.6500,0.6842
68,0.5833,0.8633,0.5833,0.6196
69,0.5333,0.8684,0.5333,0.5591
70,0.4722,0.8254,0.4722,0.4760
