               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss, train/cls_task_loss,train/constraint_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,   val/cls_task_loss, val/constraint_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1138,            0.014145,            0.051254,              1.1244,                   0,          9.6685e-05,            0.059322,          6.2578e-05,          1.1592e-05,             0.11823,            0.011057,            0.052454,              1.1221,                   0,              0.0937,              0.0007,              0.0007
                   1,             0.11431,            0.014011,            0.051365,              1.1208,                   0,          9.8658e-05,            0.059322,          7.9117e-05,          1.4709e-05,             0.11813,            0.011092,            0.052429,              1.1191,                   0,            0.086496,           0.0014955,           0.0014955
                   2,             0.11376,            0.014149,            0.051018,              1.1182,                   0,          0.00011442,            0.059322,           7.252e-05,           1.335e-05,             0.11714,            0.011195,            0.052173,              1.1201,                   0,            0.079286,           0.0022862,           0.0022862
                   3,              0.1134,            0.014161,            0.051452,              1.1146,                   0,          0.00011442,            0.059322,          8.6065e-05,          1.5462e-05,             0.11728,            0.011156,            0.051965,              1.1191,                   0,            0.072072,           0.0030721,           0.0030721
                   4,             0.11395,            0.014056,            0.051593,              1.1123,                   0,          0.00010625,            0.055085,          6.5609e-05,          1.2205e-05,             0.11645,            0.011217,            0.051904,              1.1201,                   0,            0.064853,           0.0038532,           0.0038532
                   5,             0.11254,            0.014183,            0.051014,              1.1152,                   0,          0.00029676,              0.1196,          0.00018818,          3.9688e-05,             0.11604,            0.011259,            0.051965,              1.1152,                   0,             0.05763,           0.0046295,           0.0046295
                   6,             0.11193,            0.014274,            0.050675,              1.1231,                   0,          9.8074e-05,            0.050847,          5.9838e-05,          1.0686e-05,             0.11434,            0.011435,            0.051794,              1.1123,                   0,            0.050401,            0.005401,            0.005401
                   7,             0.11114,            0.014314,            0.050505,              1.1141,                   0,          0.00040128,             0.15972,           0.0002905,          6.6773e-05,             0.11388,            0.011453,            0.051184,              1.1182,                   0,            0.043168,           0.0061677,           0.0061677
                   8,             0.11005,            0.014369,             0.05034,              1.1186,                   0,          0.00035226,             0.15548,          0.00026803,          6.0523e-05,             0.11254,            0.011562,            0.051453,              1.1182,                   0,             0.03593,           0.0069296,           0.0069296
                   9,             0.10975,            0.014353,            0.050356,              1.1122,                   0,          0.00026793,             0.12562,           0.0002143,          4.9752e-05,             0.11121,            0.011635,            0.050745,              1.1162,                   0,            0.028687,           0.0076867,           0.0076867
                  10,             0.10843,            0.014482,            0.049695,              1.1205,                   0,          0.00040058,             0.16799,          0.00031045,           6.968e-05,             0.10928,            0.011862,            0.049976,              1.1143,                   0,            0.021439,            0.008439,            0.008439
                  11,             0.10734,            0.014558,            0.048977,              1.1082,                   0,          0.00022884,              0.1129,          0.00019717,          4.8798e-05,             0.10798,            0.011981,            0.049536,              1.1104,                   0,            0.014186,           0.0091865,           0.0091865
                  12,             0.10596,            0.014692,            0.048649,              1.1112,                   0,          0.00049709,             0.18049,          0.00038373,          8.3442e-05,             0.10664,            0.012181,            0.048926,              1.1104,                   0,             0.00964,             0.00964,             0.00964
                  13,              0.1048,            0.014781,            0.048239,              1.1098,                   0,          0.00027459,             0.12924,          0.00025263,           5.798e-05,             0.10525,            0.012289,            0.048511,              1.1094,                   0,             0.00964,             0.00964,             0.00964
                  14,              0.1045,            0.014761,            0.048046,              1.1065,                   0,          0.00026153,             0.12903,          0.00025426,          5.8366e-05,             0.10378,            0.012507,            0.048132,              1.1104,                   0,             0.00961,             0.00961,             0.00961
                  15,             0.10305,            0.014904,            0.047683,              1.1051,                   0,           0.0002697,             0.13306,          0.00028511,          6.5795e-05,             0.10263,            0.012608,            0.047974,              1.1104,                   0,             0.00958,             0.00958,             0.00958
                  16,             0.10212,            0.015048,            0.047412,              1.1037,                   0,          0.00026988,             0.13306,          0.00034035,          7.9641e-05,             0.10167,             0.01266,            0.047339,              1.1094,                   0,             0.00955,             0.00955,             0.00955
