                  epoch,             train/loss,              test/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                      0,                0.94328,                 2.6221,                0.59932,                      1,              0.0009967
                      1,                0.82658,                 1.8685,                0.50685,                      1,              0.0009934
                      2,                0.80557,                 5.8117,                0.30479,                      1,              0.0009901
                      3,                0.73226,                0.81518,                0.73288,                      1,              0.0009868
                      4,                0.75626,                  3.062,                0.43151,                      1,              0.0009835
                      5,                0.69141,                 1.0383,                 0.7089,                      1,              0.0009802
                      6,                0.74364,                 1.0652,                0.66438,                      1,              0.0009769
                      7,                0.72176,                 1.3867,                0.64041,                      1,              0.0009736
                      8,                 0.6826,                0.76235,                0.72603,                      1,              0.0009703
                      9,                 0.6571,                 1.1405,                0.56849,                      1,               0.000967
                     10,                0.65902,                0.88189,                0.65753,                      1,              0.0009637
                     11,                0.61516,                 9.3195,                0.30137,                      1,              0.0009604
                     12,                0.62281,                0.72739,                0.76712,                      1,              0.0009571
                     13,                0.62645,                0.64846,                0.81507,                      1,              0.0009538
                     14,                0.57783,                0.59073,                0.86301,                      1,              0.0009505
                     15,                 0.6005,                0.59017,                0.84589,                      1,              0.0009472
                     16,                0.57956,                0.67074,                 0.7774,                      1,              0.0009439
                     17,                 0.5584,                0.76871,                0.73973,                      1,              0.0009406
                     18,                0.59554,                0.46383,                0.92123,                      1,              0.0009373
                     19,                0.58084,                0.56628,                0.89726,                      1,               0.000934
                     20,                0.55722,                 0.7764,                 0.7637,                      1,              0.0009307
                     21,                0.56335,                0.60648,                0.85959,                      1,              0.0009274
                     22,                0.53154,                0.79411,                0.71233,                      1,              0.0009241
                     23,                0.58421,                0.58648,                0.82877,                      1,              0.0009208
                     24,                0.57254,                0.65191,                0.81849,                      1,              0.0009175
                     25,                0.54032,                0.56296,                0.85616,                      1,              0.0009142
                     26,                0.53895,                0.46975,                0.94178,                      1,              0.0009109
                     27,                0.50385,                0.55706,                0.85616,                      1,              0.0009076
                     28,                0.52653,                0.61245,                0.82192,                      1,              0.0009043
                     29,                0.50059,                0.49517,                0.88699,                      1,               0.000901
                     30,                 0.4985,                0.48908,                0.92808,                      1,              0.0008977
                     31,                 0.5075,                0.53869,                0.88699,                      1,              0.0008944
                     32,                0.54869,                0.56016,                0.88014,                      1,              0.0008911
                     33,                0.52047,                0.75495,                0.76027,                      1,              0.0008878
                     34,                0.51541,                0.47201,                0.91096,                      1,              0.0008845
                     35,                0.50502,                 0.5703,                0.86301,                      1,              0.0008812
                     36,                0.48292,                0.45499,                0.95548,                      1,              0.0008779
                     37,                0.48531,                 0.5189,                0.89384,                      1,              0.0008746
                     38,                0.51936,                0.58966,                0.81849,                      1,              0.0008713
                     39,                0.51767,                0.62529,                0.83904,                      1,               0.000868
                     40,                0.50988,                 0.5271,                0.89726,                      1,              0.0008647
                     41,                0.50851,                0.45734,                0.94178,                      1,              0.0008614
                     42,                0.49656,                 0.4242,                0.94863,                      1,              0.0008581
                     43,                0.49342,                0.47809,                0.93493,                      1,              0.0008548
                     44,                 0.4865,                0.43875,                0.93836,                      1,              0.0008515
                     45,                0.49945,                0.51534,                0.90411,                      1,              0.0008482
                     46,                0.50877,                0.72444,                 0.7911,                      1,              0.0008449
                     47,                0.48988,                0.43953,                0.94521,                      1,              0.0008416
                     48,                0.48749,                0.56335,                0.89726,                      1,              0.0008383
                     49,                0.52015,                  0.457,                0.92808,                      1,               0.000835
                     50,                0.50386,                0.46753,                0.92466,                      1,              0.0008317
                     51,                0.47271,                0.73462,                 0.7774,                      1,              0.0008284
                     52,                0.52674,                0.50256,                0.91781,                      1,              0.0008251
                     53,                0.50677,                0.48499,                0.92123,                      1,              0.0008218
                     54,                0.52206,                0.53446,                0.85616,                      1,              0.0008185
