                  epoch,             train/loss,              test/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                      0,                 0.9286,                 1.3659,                0.60403,                      1,              0.0009967
                      1,                 0.8067,                 3.3261,                0.57047,                      1,              0.0009934
                      2,                0.72873,                 2.3441,                0.39262,                      1,              0.0009901
                      3,                 0.6927,                0.78288,                 0.7047,                      1,              0.0009868
                      4,                0.68537,                0.62828,                0.79195,                      1,              0.0009835
                      5,                0.64045,                 1.5756,                0.47987,                      1,              0.0009802
                      6,                0.64597,                 1.0653,                0.65436,                      1,              0.0009769
                      7,                0.64347,                0.71124,                0.74161,                      1,              0.0009736
                      8,                 0.5981,                0.78161,                 0.7349,                      1,              0.0009703
                      9,                0.61752,                0.72594,                0.76846,                      1,               0.000967
                     10,                0.63173,                0.92639,                0.64094,                      1,              0.0009637
                     11,                0.59561,                0.63665,                0.82215,                      1,              0.0009604
                     12,                0.62331,                0.73969,                0.78188,                      1,              0.0009571
                     13,                 0.5749,                0.43678,                0.92617,                      1,              0.0009538
                     14,                 0.5395,                0.47648,                0.91275,                      1,              0.0009505
                     15,                0.58068,                0.47423,                0.91275,                      1,              0.0009472
                     16,                  0.554,                 1.7529,                0.52685,                      1,              0.0009439
                     17,                0.58309,                 1.1466,                0.64765,                      1,              0.0009406
                     18,                0.54622,                0.58488,                0.83221,                      1,              0.0009373
                     19,                0.53413,                0.56358,                0.83221,                      1,               0.000934
                     20,                0.57204,                0.51918,                0.90268,                      1,              0.0009307
                     21,                0.53219,                0.56504,                0.86577,                      1,              0.0009274
                     22,                0.53152,                0.55511,                0.85235,                      1,              0.0009241
                     23,                0.52725,                0.42087,                0.95302,                      1,              0.0009208
                     24,                0.53904,                0.46669,                0.89597,                      1,              0.0009175
                     25,                0.54078,                0.55953,                0.84564,                      1,              0.0009142
                     26,                 0.5531,                0.43808,                0.93624,                      1,              0.0009109
                     27,                 0.5064,                 0.4766,                0.90604,                      1,              0.0009076
                     28,                 0.5115,                0.50267,                0.88926,                      1,              0.0009043
                     29,                 0.5276,                0.42202,                0.94295,                      1,               0.000901
                     30,                0.50985,                0.54163,                0.89262,                      1,              0.0008977
                     31,                0.52062,                0.48256,                0.92282,                      1,              0.0008944
                     32,                0.54305,                0.42692,                0.93624,                      1,              0.0008911
                     33,                0.48264,                0.52153,                0.88255,                      1,              0.0008878
                     34,                0.53029,                0.49888,                0.89597,                      1,              0.0008845
                     35,                0.50277,                0.46632,                0.92953,                      1,              0.0008812
                     36,                0.51743,                0.47875,                0.91946,                      1,              0.0008779
                     37,                0.50676,                0.43834,                0.93624,                      1,              0.0008746
                     38,                0.50958,                0.45147,                0.92953,                      1,              0.0008713
                     39,                0.50761,                0.48709,                0.92282,                      1,               0.000868
                     40,                0.49254,                0.46482,                0.92282,                      1,              0.0008647
                     41,                 0.5127,                0.40451,                0.94631,                      1,              0.0008614
                     42,                  0.502,                0.53474,                0.86242,                      1,              0.0008581
                     43,                0.51057,                 0.4593,                0.91611,                      1,              0.0008548
                     44,                 0.4648,                0.36912,                0.97651,                      1,              0.0008515
                     45,                0.49457,                0.55626,                0.87919,                      1,              0.0008482
                     46,                0.50106,                0.46082,                0.93624,                      1,              0.0008449
                     47,                0.49142,                0.42968,                0.92617,                      1,              0.0008416
                     48,                0.50557,                0.49723,                0.89933,                      1,              0.0008383
                     49,                0.48796,                0.38245,                0.96644,                      1,               0.000835
                     50,                0.49427,                0.38778,                0.96644,                      1,              0.0008317
                     51,                0.46816,                0.43431,                0.93289,                      1,              0.0008284
                     52,                0.46132,                0.48436,                0.91275,                      1,              0.0008251
                     53,                0.47305,                0.36908,                0.98322,                      1,              0.0008218
                     54,                0.49413,                0.38467,                 0.9698,                      1,              0.0008185
                     55,                0.49862,                0.49496,                 0.9094,                      1,              0.0008152
                     56,                0.47731,                0.40556,                 0.9396,                      1,              0.0008119
                     57,                0.47943,                0.43901,                0.94631,                      1,              0.0008086
                     58,                0.47719,                0.41212,                0.96644,                      1,              0.0008053
                     59,                0.49081,                0.48093,                0.88591,                      1,               0.000802
                     60,                0.47767,                0.55718,                0.84228,                      1,              0.0007987
                     61,                 0.4979,                0.64145,                0.81208,                      1,              0.0007954
                     62,                0.47245,                0.39481,                0.94631,                      1,              0.0007921
                     63,                0.47134,                 0.4001,                0.95638,                      1,              0.0007888
                     64,                0.47587,                0.44127,                 0.9396,                      1,              0.0007855
                     65,                0.47582,                0.59491,                0.82886,                      1,              0.0007822
                     66,                0.46045,                0.39826,                0.95638,                      1,              0.0007789
                     67,                0.47123,                0.41118,                0.94966,                      1,              0.0007756
                     68,                0.47781,                0.52458,                0.88926,                      1,              0.0007723
                     69,                0.46395,                0.42037,                0.94631,                      1,               0.000769
                     70,                0.46202,                0.46711,                0.92617,                      1,              0.0007657
                     71,                0.44902,                0.40495,                0.95973,                      1,              0.0007624
                     72,                0.47144,                0.39534,                 0.9698,                      1,              0.0007591
                     73,                0.45089,                0.39301,                0.96309,                      1,              0.0007558
                     74,                0.46182,                0.42076,                0.94631,                      1,              0.0007525
                     75,                0.49437,                0.45846,                0.94631,                      1,              0.0007492
                     76,                0.44633,                0.37531,                 0.9698,                      1,              0.0007459
                     77,                0.44702,                0.39146,                 0.9698,                      1,              0.0007426
                     78,                 0.4532,                0.43118,                0.94295,                      1,              0.0007393
                     79,                0.46352,                0.43226,                0.95302,                      1,               0.000736
                     80,                0.47303,                0.47778,                0.92617,                      1,              0.0007327
                     81,                  0.464,                0.39069,                0.95638,                      1,              0.0007294
                     82,                 0.4654,                0.46968,                0.92617,                      1,              0.0007261
                     83,                0.46535,                0.54055,                0.89597,                      1,              0.0007228
                     84,                0.47611,                0.46339,                 0.9396,                      1,              0.0007195
                     85,                0.46656,                0.44863,                0.92617,                      1,              0.0007162
                     86,                0.47422,                0.46234,                0.91946,                      1,              0.0007129
                     87,                0.45568,                0.37525,                0.97651,                      1,              0.0007096
                     88,                0.47062,                0.39996,                0.95302,                      1,              0.0007063
                     89,                0.47049,                0.39487,                 0.9698,                      1,               0.000703
                     90,                0.46092,                0.39415,                0.96644,                      1,              0.0006997
                     91,                0.45687,                0.40343,                0.95638,                      1,              0.0006964
                     92,                0.46107,                0.41361,                0.95638,                      1,              0.0006931
                     93,                0.47349,                0.39839,                0.95638,                      1,              0.0006898
                     94,                0.44823,                0.39124,                0.96644,                      1,              0.0006865
                     95,                0.46076,                0.45015,                0.93289,                      1,              0.0006832
                     96,                0.45508,                0.39848,                0.96309,                      1,              0.0006799
                     97,                0.45146,                0.56757,                0.84899,                      1,              0.0006766
                     98,                0.46245,                0.64133,                0.81879,                      1,              0.0006733
                     99,                0.42984,                0.40242,                0.95302,                      1,                0.00067
                    100,                0.45199,                0.39149,                0.96309,                      1,              0.0006667
                    101,                0.45606,                0.35491,                0.97315,                      1,              0.0006634
                    102,                0.46714,                0.44858,                0.92617,                      1,              0.0006601
                    103,                0.43146,                0.36954,                 0.9698,                      1,              0.0006568
                    104,                0.42653,                 0.4089,                 0.9698,                      1,              0.0006535
                    105,                0.44608,                0.37742,                 0.9698,                      1,              0.0006502
                    106,                0.42645,                0.37707,                0.95973,                      1,              0.0006469
                    107,                0.43691,                0.46133,                0.91275,                      1,              0.0006436
                    108,                0.43266,                0.45926,                0.92282,                      1,              0.0006403
                    109,                0.43628,                0.37029,                0.96644,                      1,               0.000637
                    110,                0.44754,                0.41176,                0.95302,                      1,              0.0006337
                    111,                0.44876,                0.36203,                0.97651,                      1,              0.0006304
                    112,                0.42524,                0.37567,                0.98322,                      1,              0.0006271
                    113,                0.43991,                 0.3877,                 0.9698,                      1,              0.0006238
                    114,                0.45874,                0.37625,                0.96309,                      1,              0.0006205
                    115,                0.43891,                 0.3549,                0.97987,                      1,              0.0006172
                    116,                0.44465,                0.39535,                0.95302,                      1,              0.0006139
                    117,                0.45858,                 0.3828,                0.97315,                      1,              0.0006106
