               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss, train/cls_task_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,   val/cls_task_loss,               x/lr0,               x/lr1,               x/lr2
                 133,            0.019743,           0.0008834,          0.00090154,           0.0059179,             0.64518,             0.64067,             0.64691,             0.25488,            0.031018,           0.0010908,          0.00093407,             0.36694,             0.00604,             0.00604,             0.00604
                 134,            0.020048,          0.00089066,          0.00086186,           0.0058516,             0.61593,             0.70347,             0.66341,              0.2599,             0.03001,           0.0011011,          0.00092514,             0.37842,             0.00601,             0.00601,             0.00601
                 135,            0.019826,          0.00087245,          0.00087704,           0.0069025,             0.66573,             0.71431,             0.67028,             0.25893,             0.03222,           0.0010698,          0.00089951,             0.35962,             0.00598,             0.00598,             0.00598
                 136,            0.019846,          0.00088314,          0.00083163,           0.0069629,             0.65426,             0.71642,             0.67651,             0.27472,            0.031122,            0.001067,          0.00089172,             0.38306,             0.00595,             0.00595,             0.00595
                 137,            0.019605,          0.00090134,          0.00085616,           0.0047969,              0.6248,             0.68153,             0.65132,             0.27796,            0.031004,           0.0010678,            0.000886,             0.39404,             0.00592,             0.00592,             0.00592
                 138,            0.019739,          0.00088021,          0.00086867,           0.0097138,             0.64093,             0.71082,             0.67412,             0.23952,            0.033814,           0.0010814,          0.00089996,             0.37231,             0.00589,             0.00589,             0.00589
                 139,            0.019477,          0.00087378,          0.00081665,           0.0039942,              0.6213,             0.69854,              0.6333,             0.26002,             0.03107,            0.001079,          0.00089012,             0.37915,             0.00586,             0.00586,             0.00586
                 140,            0.019334,          0.00087878,          0.00083288,           0.0044367,             0.64021,             0.68907,             0.66029,             0.24127,            0.032925,           0.0010636,          0.00086197,             0.37158,             0.00583,             0.00583,             0.00583
                 141,            0.019984,          0.00087268,          0.00080648,            0.004591,             0.67739,             0.60687,             0.62387,             0.26451,             0.03101,           0.0010705,          0.00083748,              0.3584,              0.0058,              0.0058,              0.0058
                 142,             0.01947,          0.00086145,          0.00083122,            0.005771,             0.69253,             0.63808,             0.63822,             0.24856,            0.032408,           0.0010718,            0.000821,             0.38135,             0.00577,             0.00577,             0.00577
                 143,            0.019283,          0.00085771,          0.00080787,           0.0056817,             0.65633,             0.62233,             0.60208,             0.25187,            0.031105,           0.0010905,          0.00080887,             0.35889,             0.00574,             0.00574,             0.00574
                 144,            0.019537,          0.00086129,          0.00084346,           0.0053965,             0.69552,             0.63968,             0.66315,             0.25512,            0.031384,           0.0010877,          0.00079468,             0.38989,             0.00571,             0.00571,             0.00571
                 145,            0.019228,          0.00086583,          0.00075602,           0.0079298,             0.70359,             0.63913,             0.67539,             0.25203,             0.03178,           0.0010787,          0.00081322,             0.40161,             0.00568,             0.00568,             0.00568
                 146,            0.019246,          0.00085619,          0.00084766,           0.0077793,             0.69177,             0.62727,             0.64569,             0.24049,            0.030034,            0.001067,          0.00081985,             0.37109,             0.00565,             0.00565,             0.00565
                 147,            0.019294,          0.00086697,          0.00075276,           0.0061974,              0.7131,             0.65758,             0.66716,             0.25171,            0.032429,           0.0010628,          0.00081161,             0.37549,             0.00562,             0.00562,             0.00562
                 148,            0.019399,          0.00085933,          0.00076383,           0.0040141,             0.70964,             0.68463,             0.67598,             0.26958,            0.032076,           0.0010657,          0.00080658,             0.37866,             0.00559,             0.00559,             0.00559
                 149,            0.018858,          0.00086084,          0.00080142,            0.005193,             0.67462,             0.67425,             0.65849,             0.26742,            0.032163,           0.0010653,          0.00078873,             0.38135,             0.00556,             0.00556,             0.00556
                 150,            0.018754,          0.00085832,          0.00076869,           0.0034348,             0.67617,             0.63945,             0.65139,             0.26674,            0.031847,           0.0010594,          0.00080109,             0.36768,             0.00553,             0.00553,             0.00553
                 151,            0.019067,          0.00085838,          0.00076915,           0.0036522,              0.6141,             0.66717,             0.63068,             0.27411,            0.031406,           0.0010681,          0.00079628,              0.3584,              0.0055,              0.0055,              0.0055
                 152,            0.019068,           0.0008585,          0.00073118,           0.0073825,             0.65535,             0.66864,             0.64759,             0.27857,            0.031272,           0.0010626,          0.00077408,             0.38013,             0.00547,             0.00547,             0.00547
                 153,            0.018645,          0.00084723,          0.00075156,           0.0039917,             0.67046,             0.66811,             0.65953,             0.28061,            0.030136,           0.0010622,          0.00077213,             0.38013,             0.00544,             0.00544,             0.00544
                 154,            0.018797,          0.00084274,          0.00069328,           0.0031279,             0.68548,             0.67742,             0.67893,             0.27994,            0.031783,           0.0010656,          0.00076115,             0.38647,             0.00541,             0.00541,             0.00541
                 155,            0.018821,          0.00084805,          0.00079546,           0.0028329,             0.67623,             0.66165,             0.66765,             0.27854,            0.031672,            0.001075,          0.00075325,             0.36719,             0.00538,             0.00538,             0.00538
                 156,            0.018794,          0.00082773,          0.00074138,           0.0034654,             0.68721,             0.67197,              0.6773,             0.27271,            0.031165,           0.0010908,          0.00075851,             0.39233,             0.00535,             0.00535,             0.00535
                 157,            0.018475,          0.00083025,          0.00072285,           0.0088131,             0.70146,             0.65142,             0.69674,             0.26615,            0.032554,           0.0010831,          0.00075588,             0.38257,             0.00532,             0.00532,             0.00532
                 158,            0.018544,          0.00082109,          0.00071956,           0.0033868,             0.73083,              0.6643,                0.71,             0.28667,             0.03024,           0.0010635,          0.00075291,             0.37061,             0.00529,             0.00529,             0.00529
                 159,            0.018207,          0.00082927,          0.00069654,           0.0038392,             0.71828,             0.69046,             0.71169,             0.28879,            0.030525,           0.0010543,          0.00074787,             0.38013,             0.00526,             0.00526,             0.00526
                 160,            0.018333,          0.00083783,          0.00070801,           0.0027512,             0.72603,             0.65831,             0.69268,             0.27809,            0.031426,           0.0010616,          0.00074181,             0.36963,             0.00523,             0.00523,             0.00523
                 161,            0.018211,          0.00082362,          0.00068694,           0.0028376,             0.66949,             0.64188,             0.65795,             0.27352,            0.031854,           0.0010622,          0.00074512,             0.37964,              0.0052,              0.0052,              0.0052
                 162,            0.018392,          0.00081896,          0.00069516,           0.0046348,             0.67293,             0.61583,              0.6356,              0.2609,            0.031151,           0.0010779,          0.00075005,             0.35767,             0.00517,             0.00517,             0.00517
                 163,            0.018304,          0.00082406,          0.00070251,           0.0043338,             0.70926,             0.63879,             0.65895,             0.26346,            0.030395,           0.0010683,          0.00073997,             0.37646,             0.00514,             0.00514,             0.00514
                 164,            0.018516,          0.00083474,          0.00067101,           0.0023099,             0.70018,              0.6561,             0.67767,             0.28183,            0.030596,           0.0010653,          0.00070656,             0.39014,             0.00511,             0.00511,             0.00511
                 165,            0.017932,          0.00082841,          0.00063561,           0.0028425,             0.67407,             0.64555,              0.6493,             0.26907,            0.031711,           0.0010374,          0.00070393,              0.3894,             0.00508,             0.00508,             0.00508
                 166,            0.017646,          0.00083689,          0.00068222,           0.0030147,             0.69807,             0.71015,             0.69113,             0.28806,            0.031495,            0.001048,          0.00071651,             0.39404,             0.00505,             0.00505,             0.00505
                 167,            0.017735,          0.00081686,          0.00063084,           0.0033375,             0.74217,              0.6637,             0.69919,              0.2858,            0.030886,            0.001075,          0.00071617,             0.39111,             0.00502,             0.00502,             0.00502
                 168,             0.01844,          0.00081522,          0.00070575,           0.0072488,             0.74764,              0.6518,              0.6903,             0.27992,            0.032407,           0.0010621,          0.00069912,             0.40161,             0.00499,             0.00499,             0.00499
                 169,            0.018008,          0.00083273,          0.00066311,             0.00495,             0.70203,              0.6613,             0.66854,             0.28325,            0.030209,           0.0010592,          0.00069305,             0.40161,             0.00496,             0.00496,             0.00496
                 170,            0.017768,          0.00081543,          0.00065059,           0.0041609,             0.67906,             0.65543,             0.65511,             0.27951,            0.031397,           0.0010616,          0.00068642,             0.39404,             0.00493,             0.00493,             0.00493
                 171,            0.017913,          0.00081224,          0.00066335,           0.0033126,             0.74998,             0.64449,             0.68391,             0.27483,            0.030172,            0.001075,          0.00066856,             0.41455,              0.0049,              0.0049,              0.0049
                 172,            0.017423,          0.00081035,          0.00064454,           0.0026627,              0.7211,             0.64159,              0.6567,             0.27103,            0.032676,           0.0010762,          0.00064819,             0.40039,             0.00487,             0.00487,             0.00487
                 173,            0.017385,          0.00081406,          0.00068236,           0.0071625,              0.7039,             0.63858,             0.65456,              0.2716,            0.031362,           0.0010817,          0.00065174,             0.37085,             0.00484,             0.00484,             0.00484
                 174,            0.017693,           0.0008189,          0.00067436,           0.0022818,             0.69164,             0.64635,              0.6681,             0.27149,            0.032027,           0.0010786,          0.00067051,             0.39526,             0.00481,             0.00481,             0.00481
                 175,            0.017465,          0.00080564,          0.00065007,           0.0023198,             0.71056,              0.6824,             0.69268,             0.29353,             0.03035,           0.0010873,          0.00065208,             0.40088,             0.00478,             0.00478,             0.00478
                 176,            0.017777,          0.00081846,           0.0006181,           0.0028158,             0.70948,             0.68358,             0.68811,              0.2842,            0.030661,           0.0010771,          0.00064396,             0.40356,             0.00475,             0.00475,             0.00475
                 177,            0.017703,          0.00081391,          0.00065129,           0.0018132,             0.72387,              0.6791,             0.70703,              0.2848,            0.031631,           0.0010678,          0.00062862,             0.39429,             0.00472,             0.00472,             0.00472
                 178,            0.017604,          0.00081278,          0.00064468,           0.0032924,             0.71368,             0.66433,             0.68407,             0.30388,            0.031102,           0.0010608,          0.00061821,             0.39087,             0.00469,             0.00469,             0.00469
                 179,            0.016959,          0.00080207,          0.00059558,           0.0026462,             0.76183,             0.71119,             0.72962,             0.30805,            0.030733,           0.0010743,          0.00061375,             0.37598,             0.00466,             0.00466,             0.00466
                 180,            0.017201,          0.00079962,          0.00060588,           0.0058924,             0.75671,              0.7065,             0.70322,             0.29222,            0.030412,           0.0010896,          0.00060791,             0.39868,             0.00463,             0.00463,             0.00463
                 181,            0.017176,           0.0008059,          0.00059278,           0.0013575,             0.75532,             0.71153,              0.7079,             0.28683,             0.03102,           0.0010938,          0.00060505,             0.40942,              0.0046,              0.0046,              0.0046
                 182,            0.017318,          0.00080587,          0.00073768,           0.0036373,             0.70117,             0.69907,             0.68254,             0.28624,            0.031555,           0.0010944,          0.00060894,             0.39404,             0.00457,             0.00457,             0.00457
                 183,            0.017138,          0.00079262,          0.00056741,           0.0032003,             0.71427,             0.72212,             0.69472,             0.28243,            0.031205,           0.0010941,          0.00061878,             0.40039,             0.00454,             0.00454,             0.00454
                 184,            0.016975,          0.00079394,          0.00060408,           0.0031706,             0.71912,             0.71008,             0.69329,             0.28114,            0.032445,           0.0011082,          0.00062668,             0.40308,             0.00451,             0.00451,             0.00451
                 185,            0.017472,           0.0008079,          0.00062356,           0.0027732,             0.74169,             0.69828,              0.6993,             0.28963,            0.030335,           0.0011116,           0.0006142,             0.39893,             0.00448,             0.00448,             0.00448
                 186,            0.016762,          0.00079254,          0.00057956,           0.0040845,             0.73331,             0.69231,             0.70117,             0.28468,            0.031392,            0.001086,          0.00060963,             0.38525,             0.00445,             0.00445,             0.00445
                 187,            0.016846,          0.00080339,          0.00059835,           0.0028738,             0.73048,             0.69149,             0.69294,             0.27989,            0.031954,            0.001074,          0.00060986,             0.39795,             0.00442,             0.00442,             0.00442
                 188,            0.017529,           0.0008057,          0.00062572,           0.0022203,             0.73734,             0.69967,             0.70445,             0.30031,             0.03094,           0.0010901,          0.00060619,             0.39453,             0.00439,             0.00439,             0.00439
                 189,            0.016673,          0.00077304,          0.00058187,           0.0018763,              0.7426,             0.70075,             0.71507,             0.30815,            0.029946,           0.0011061,          0.00059647,             0.39111,             0.00436,             0.00436,             0.00436
                 190,            0.016549,          0.00076512,          0.00056351,           0.0019975,             0.74803,             0.70898,             0.71437,             0.29528,             0.03121,            0.001109,          0.00058891,             0.39771,             0.00433,             0.00433,             0.00433
                 191,            0.016501,          0.00078828,           0.0005536,           0.0016872,             0.73709,             0.70688,               0.707,             0.29502,            0.030495,           0.0011314,          0.00058033,             0.40967,              0.0043,              0.0043,              0.0043
                 192,             0.01658,           0.0007866,          0.00059998,           0.0020408,             0.76094,             0.73387,             0.73832,             0.29337,            0.032007,           0.0011403,          0.00057827,             0.42505,             0.00427,             0.00427,             0.00427
                 193,            0.016647,          0.00078472,          0.00055053,           0.0019442,             0.75109,             0.70307,             0.71613,             0.29712,            0.031471,           0.0011439,          0.00057644,             0.40112,             0.00424,             0.00424,             0.00424
                 194,            0.016514,          0.00077301,          0.00055082,           0.0062852,             0.75814,             0.71315,             0.72458,             0.29774,            0.030799,           0.0011286,          0.00056969,             0.40967,             0.00421,             0.00421,             0.00421
                 195,             0.01656,          0.00077217,          0.00053744,           0.0016454,              0.7912,             0.69255,             0.72525,             0.29778,            0.030921,           0.0011109,          0.00056019,              0.4187,             0.00418,             0.00418,             0.00418
                 196,            0.016135,          0.00075971,          0.00055251,           0.0020842,             0.79014,             0.71052,              0.7228,             0.29692,            0.031262,           0.0011152,          0.00056282,             0.41943,             0.00415,             0.00415,             0.00415
                 197,            0.015932,          0.00076872,          0.00053132,           0.0018526,             0.76341,             0.70512,               0.722,             0.29837,            0.030324,           0.0011379,          0.00057026,             0.41797,             0.00412,             0.00412,             0.00412
                 198,            0.017236,          0.00076059,          0.00054964,           0.0044507,              0.7807,              0.7031,             0.72341,             0.30045,            0.031055,           0.0011292,          0.00055916,             0.40186,             0.00409,             0.00409,             0.00409
                 199,            0.016005,          0.00074401,           0.0005152,           0.0016911,             0.77038,             0.70507,             0.71485,             0.29392,            0.031144,            0.001129,          0.00055916,              0.3999,             0.00406,             0.00406,             0.00406
                 200,            0.016376,          0.00075886,          0.00053126,           0.0026829,             0.76737,             0.70185,             0.72699,              0.3047,            0.030537,           0.0011323,          0.00056293,             0.40674,             0.00403,             0.00403,             0.00403
                 201,            0.015995,          0.00074391,          0.00052884,           0.0021085,             0.76331,             0.70285,             0.72245,             0.29692,            0.030465,           0.0011254,          0.00056877,               0.427,               0.004,               0.004,               0.004
                 202,            0.016025,          0.00075027,          0.00049665,           0.0017714,              0.7713,             0.70013,             0.71398,             0.29639,            0.030154,           0.0011268,          0.00056934,              0.4187,             0.00397,             0.00397,             0.00397
                 203,            0.015775,          0.00074139,          0.00050325,            0.001397,             0.71592,             0.72719,             0.71839,             0.29933,            0.030232,           0.0011197,           0.0005682,             0.42432,             0.00394,             0.00394,             0.00394
                 204,            0.016191,          0.00074576,          0.00051504,           0.0018274,             0.76914,             0.73618,             0.73917,              0.3001,            0.031306,           0.0011265,          0.00055607,             0.41528,             0.00391,             0.00391,             0.00391
                 205,            0.016047,          0.00075741,          0.00052599,           0.0020111,             0.76504,             0.72643,              0.7258,             0.30275,            0.031365,            0.001125,          0.00054485,             0.41528,             0.00388,             0.00388,             0.00388
                 206,            0.015983,          0.00074408,          0.00048636,           0.0029264,             0.77423,             0.73157,             0.73795,             0.30108,            0.031924,           0.0011654,          0.00054028,             0.41211,             0.00385,             0.00385,             0.00385
                 207,            0.016254,          0.00074606,          0.00049769,           0.0035131,             0.74046,             0.72217,             0.72165,             0.29782,            0.031286,           0.0011601,          0.00053844,             0.38623,             0.00382,             0.00382,             0.00382
                 208,            0.015805,          0.00073463,          0.00051201,           0.0021129,             0.76398,             0.71776,             0.72571,              0.2975,            0.031883,           0.0011433,          0.00053684,             0.40381,             0.00379,             0.00379,             0.00379
                 209,            0.015888,          0.00073965,          0.00051317,           0.0071816,             0.76897,             0.71346,             0.73568,             0.30366,            0.029893,           0.0011492,           0.0005286,             0.40552,             0.00376,             0.00376,             0.00376
                 210,            0.016062,          0.00074722,          0.00054233,            0.010882,             0.76065,             0.73612,             0.73244,             0.30328,            0.030463,           0.0011389,          0.00052769,             0.41211,             0.00373,             0.00373,             0.00373
                 211,            0.015927,          0.00075963,          0.00048054,           0.0013698,             0.75431,              0.7385,             0.72511,             0.29677,            0.031844,           0.0011384,          0.00052174,              0.4126,              0.0037,              0.0037,              0.0037
                 212,            0.015773,          0.00073538,          0.00050837,            0.001351,             0.74619,             0.71691,             0.71525,             0.29792,            0.030797,           0.0011444,          0.00052517,             0.41553,             0.00367,             0.00367,             0.00367
                 213,             0.01557,          0.00074066,          0.00051136,           0.0012214,              0.7872,             0.74747,             0.74542,             0.29872,            0.031815,           0.0011551,          0.00052975,             0.40698,             0.00364,             0.00364,             0.00364
                 214,            0.015882,           0.0007422,           0.0004862,           0.0015283,             0.76798,             0.73249,             0.73162,             0.30701,            0.030722,            0.001135,          0.00052814,             0.40942,             0.00361,             0.00361,             0.00361
                 215,            0.015721,          0.00073078,          0.00048414,           0.0032367,             0.79198,             0.72399,             0.74295,             0.31059,            0.031651,            0.001119,          0.00052654,             0.39917,             0.00358,             0.00358,             0.00358
                 216,            0.015322,          0.00072745,          0.00050409,            0.001416,             0.76035,             0.71976,             0.71717,              0.2985,            0.030078,           0.0011271,          0.00053146,             0.40552,             0.00355,             0.00355,             0.00355
                 217,            0.015588,          0.00074718,          0.00046832,           0.0018579,             0.76032,             0.71507,             0.72446,             0.30571,            0.030303,           0.0011416,          0.00053158,             0.40039,             0.00352,             0.00352,             0.00352
                 218,            0.016308,          0.00074509,          0.00052247,           0.0061673,             0.76394,             0.72881,             0.72797,             0.30245,            0.031151,           0.0011522,          0.00052666,             0.40479,             0.00349,             0.00349,             0.00349
                 219,            0.014919,           0.0007242,          0.00044888,           0.0023566,             0.78792,             0.72927,             0.74349,             0.30853,            0.031382,           0.0011604,          0.00052837,              0.4126,             0.00346,             0.00346,             0.00346
                 220,            0.015275,          0.00072196,          0.00049847,           0.0017173,             0.77212,             0.70671,             0.72762,             0.30224,            0.029839,           0.0011654,          0.00053238,             0.42578,             0.00343,             0.00343,             0.00343
                 221,            0.015514,          0.00072485,          0.00051232,           0.0055199,             0.76065,             0.70682,             0.71263,             0.30012,            0.030747,           0.0011517,          0.00053215,             0.43604,              0.0034,              0.0034,              0.0034
                 222,             0.01516,          0.00071715,          0.00046358,           0.0014198,             0.76182,             0.70548,             0.71484,             0.30583,            0.030601,           0.0011451,          0.00051704,             0.41455,             0.00337,             0.00337,             0.00337
                 223,            0.015648,          0.00072629,          0.00046822,           0.0035157,             0.79922,             0.71277,             0.73176,             0.29987,            0.032169,           0.0011517,          0.00051029,             0.40894,             0.00334,             0.00334,             0.00334
                 224,            0.015343,          0.00071527,          0.00046589,           0.0041177,             0.79045,             0.68184,             0.72245,             0.30023,            0.030582,           0.0011563,          0.00050159,             0.42041,             0.00331,             0.00331,             0.00331
                 225,            0.015412,          0.00072599,          0.00048305,           0.0016658,              0.7754,              0.7091,             0.73324,             0.30804,            0.031519,           0.0011692,          0.00049839,             0.40576,             0.00328,             0.00328,             0.00328
                 226,            0.015543,          0.00070713,          0.00043894,           0.0015592,             0.78383,              0.7266,             0.72863,             0.31571,            0.031016,           0.0011537,          0.00049484,             0.42627,             0.00325,             0.00325,             0.00325
                 227,            0.015318,          0.00072096,          0.00045482,           0.0020331,             0.78828,             0.72817,             0.72284,             0.30718,            0.030439,           0.0011189,          0.00049061,             0.41553,             0.00322,             0.00322,             0.00322
                 228,            0.015352,          0.00071637,          0.00042204,           0.0013619,             0.76013,             0.72648,             0.70965,             0.30261,            0.030703,            0.001122,           0.0004874,             0.41992,             0.00319,             0.00319,             0.00319
                 229,            0.015139,          0.00072448,          0.00046499,           0.0033203,             0.74285,             0.73393,             0.71474,               0.302,            0.032059,           0.0011457,          0.00048763,             0.41064,             0.00316,             0.00316,             0.00316
                 230,            0.015163,          0.00071426,          0.00045291,           0.0018398,             0.76668,             0.73139,             0.72086,             0.30613,            0.030995,           0.0011352,           0.0004874,             0.41016,             0.00313,             0.00313,             0.00313
                 231,              0.0151,          0.00071951,          0.00044806,           0.0064676,             0.72926,             0.73386,             0.70744,             0.29365,            0.030244,            0.001142,          0.00048912,             0.41992,              0.0031,              0.0031,              0.0031
                 232,            0.014908,           0.0007198,          0.00041602,           0.0019889,             0.77483,             0.73641,             0.72343,             0.29842,            0.030798,           0.0011496,          0.00049221,             0.42456,             0.00307,             0.00307,             0.00307
                 233,            0.014971,          0.00071842,          0.00043901,           0.0011254,             0.77818,             0.73502,             0.72359,             0.30158,             0.03085,           0.0011503,          0.00049576,             0.42139,             0.00304,             0.00304,             0.00304
                 234,            0.014724,          0.00070391,          0.00046348,           0.0015457,             0.78127,             0.74168,             0.72101,             0.29941,            0.030613,           0.0011395,          0.00048946,              0.4187,             0.00301,             0.00301,             0.00301
                 235,            0.015272,          0.00069806,          0.00046729,           0.0015391,             0.77647,              0.7394,             0.72583,             0.30129,            0.030755,           0.0011344,          0.00049232,             0.42969,             0.00298,             0.00298,             0.00298
                 236,            0.014713,          0.00069832,          0.00041634,           0.0012894,             0.78942,             0.73713,             0.73911,             0.29944,            0.031867,           0.0011501,          0.00048855,             0.41943,             0.00295,             0.00295,             0.00295
                 237,            0.014906,          0.00069273,          0.00040208,           0.0024818,              0.7729,             0.72732,             0.72993,             0.29577,            0.031346,           0.0011643,          0.00047997,              0.4126,             0.00292,             0.00292,             0.00292
                 238,            0.014801,          0.00068876,          0.00041382,           0.0019341,             0.76124,             0.70902,             0.69133,             0.29459,            0.030646,           0.0011608,          0.00047184,             0.41406,             0.00289,             0.00289,             0.00289
                 239,            0.014702,          0.00070536,          0.00042381,           0.0016804,             0.76267,             0.71173,             0.69824,              0.2957,            0.031326,           0.0011714,          0.00046967,              0.4126,             0.00286,             0.00286,             0.00286
                 240,            0.014857,          0.00070854,          0.00042382,           0.0023946,             0.75758,             0.70908,             0.70326,             0.29184,            0.030782,           0.0011761,          0.00046864,             0.42627,             0.00283,             0.00283,             0.00283
                 241,            0.014445,          0.00067934,          0.00042653,           0.0012006,             0.81991,             0.74666,             0.73094,               0.306,            0.031647,           0.0011809,           0.0004644,             0.42529,              0.0028,              0.0028,              0.0028
                 242,            0.014817,          0.00068917,          0.00038439,           0.0061916,             0.78038,             0.72643,             0.72082,              0.3072,            0.030816,           0.0011879,          0.00045536,             0.39551,             0.00277,             0.00277,             0.00277
                 243,            0.014912,          0.00069909,          0.00042014,           0.0018775,             0.78758,             0.72628,               0.727,             0.31143,            0.030998,            0.001178,          0.00044884,             0.41016,             0.00274,             0.00274,             0.00274
                 244,            0.014583,          0.00071155,          0.00040487,           0.0022359,             0.76342,             0.72647,             0.71908,             0.30831,            0.030415,           0.0011627,          0.00044838,             0.43506,             0.00271,             0.00271,             0.00271
                 245,            0.014448,          0.00069614,           0.0004183,           0.0013506,             0.73396,             0.72643,             0.72791,             0.30705,            0.030042,           0.0011415,          0.00044575,             0.41455,             0.00268,             0.00268,             0.00268
                 246,            0.014569,          0.00069183,          0.00045722,           0.0017805,             0.76221,             0.70577,               0.717,             0.30612,            0.030485,           0.0011447,          0.00044861,             0.44263,             0.00265,             0.00265,             0.00265
                 247,            0.014647,          0.00071831,          0.00042953,           0.0015243,             0.79876,              0.7168,             0.72697,             0.31585,            0.031158,           0.0011771,          0.00045719,             0.43115,             0.00262,             0.00262,             0.00262
                 248,            0.014388,          0.00069304,          0.00043048,           0.0035607,             0.79225,             0.72669,              0.7327,             0.31684,            0.030692,           0.0012083,          0.00046394,             0.43018,             0.00259,             0.00259,             0.00259
                 249,            0.013943,          0.00068469,          0.00039996,           0.0015343,             0.76919,             0.73117,             0.73116,             0.31183,            0.031218,           0.0012058,          0.00046749,             0.41333,             0.00256,             0.00256,             0.00256
                 250,            0.014433,          0.00068533,          0.00038517,           0.0018882,             0.75558,             0.75211,             0.74056,              0.3071,            0.030638,            0.001184,           0.0004612,             0.43628,             0.00253,             0.00253,             0.00253
                 251,            0.013917,           0.0006715,          0.00042929,            0.001204,             0.75601,             0.75501,             0.74184,             0.30873,            0.031466,           0.0011987,          0.00045227,             0.41528,              0.0025,              0.0025,              0.0025
                 252,            0.014256,          0.00068769,          0.00037692,           0.0017799,             0.74307,             0.74315,             0.72134,             0.30729,            0.030722,           0.0011914,           0.0004509,              0.4187,             0.00247,             0.00247,             0.00247
                 253,            0.014317,          0.00068808,          0.00041819,           0.0011021,             0.75122,             0.70821,             0.72051,             0.30228,            0.030169,           0.0011987,          0.00045387,             0.41846,             0.00244,             0.00244,             0.00244
                 254,            0.014204,          0.00068215,          0.00040264,           0.0099191,             0.76593,             0.74596,             0.75311,             0.31384,            0.030984,           0.0011766,          0.00045536,             0.42651,             0.00241,             0.00241,             0.00241
                 255,            0.014197,          0.00069554,          0.00041335,           0.0019768,             0.76961,             0.76082,             0.76019,             0.30927,            0.031398,           0.0011699,          0.00045319,             0.42334,             0.00238,             0.00238,             0.00238
                 256,            0.013919,          0.00067944,          0.00036153,           0.0015073,             0.77104,             0.73343,             0.74606,             0.31191,            0.031486,           0.0011778,           0.0004533,             0.41602,             0.00235,             0.00235,             0.00235
                 257,            0.014517,          0.00068852,          0.00042002,           0.0020867,             0.80041,             0.74259,             0.75694,             0.32054,            0.030827,           0.0011895,          0.00045158,             0.42822,             0.00232,             0.00232,             0.00232
                 258,             0.01421,          0.00067133,          0.00037899,           0.0010932,             0.80221,             0.73211,             0.75456,             0.31065,            0.030788,           0.0011984,          0.00045296,             0.42432,             0.00229,             0.00229,             0.00229
                 259,            0.014493,          0.00068142,          0.00040615,           0.0024263,              0.7848,             0.72427,              0.7459,             0.30801,            0.030717,           0.0012041,          0.00044861,             0.44336,             0.00226,             0.00226,             0.00226
                 260,             0.01451,          0.00068648,          0.00038613,           0.0017121,             0.78378,             0.73342,             0.74587,             0.31511,            0.030444,           0.0011918,          0.00044323,             0.43994,             0.00223,             0.00223,             0.00223
                 261,            0.014212,          0.00067383,          0.00037171,           0.0013075,             0.77938,             0.70042,             0.73956,              0.3083,            0.030684,           0.0011925,          0.00044048,             0.42261,              0.0022,              0.0022,              0.0022
                 262,            0.014041,          0.00066396,          0.00038162,             0.01037,             0.78011,             0.71912,             0.73805,              0.3126,            0.030535,           0.0012003,          0.00044151,             0.42065,             0.00217,             0.00217,             0.00217
                 263,            0.013875,          0.00066545,          0.00042687,            0.001527,               0.804,              0.7365,             0.74897,             0.31167,            0.030873,           0.0012168,          0.00044094,             0.42432,             0.00214,             0.00214,             0.00214
                 264,            0.013798,          0.00067432,          0.00038034,           0.0015748,             0.80355,             0.74083,             0.74123,             0.30789,            0.031117,           0.0012289,          0.00043945,             0.44482,             0.00211,             0.00211,             0.00211
                 265,            0.013816,          0.00067168,           0.0003727,            0.002179,             0.78431,              0.7347,             0.73513,             0.30769,            0.030951,            0.001221,          0.00043545,             0.44604,             0.00208,             0.00208,             0.00208
                 266,            0.014298,          0.00066375,          0.00039064,           0.0013649,             0.74549,             0.73087,             0.72264,             0.31507,            0.030732,           0.0012244,          0.00043098,             0.43896,             0.00205,             0.00205,             0.00205
                 267,            0.014075,          0.00068125,          0.00038568,           0.0014627,             0.75359,             0.75189,             0.73986,             0.31607,            0.030816,           0.0012256,          0.00042675,             0.44849,             0.00202,             0.00202,             0.00202
                 268,            0.013907,          0.00067456,          0.00041146,           0.0011107,             0.74785,             0.72287,             0.73219,             0.30575,            0.030929,           0.0012158,            0.000424,               0.448,             0.00199,             0.00199,             0.00199
                 269,            0.013735,          0.00066993,          0.00039481,           0.0011356,             0.76895,             0.73709,             0.74178,             0.30273,            0.031125,           0.0011977,          0.00042017,             0.41162,             0.00196,             0.00196,             0.00196
                 270,            0.014292,          0.00066736,          0.00038176,          0.00097871,              0.7542,             0.76062,              0.7337,             0.31071,            0.030883,           0.0011924,          0.00041645,             0.42505,             0.00193,             0.00193,             0.00193
                 271,            0.013544,          0.00064584,          0.00034676,           0.0015874,             0.76157,             0.75078,              0.7413,             0.31024,            0.030494,           0.0011979,          0.00041759,             0.43091,              0.0019,              0.0019,              0.0019
                 272,            0.013733,          0.00065789,          0.00039948,           0.0019229,               0.785,             0.76435,             0.75128,             0.31053,            0.030885,           0.0012079,             0.00042,             0.41724,             0.00187,             0.00187,             0.00187
