                  epoch,             train/loss,              test/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                      0,                0.96341,                 5.7026,                0.22034,                      1,              0.0009967
                      1,                0.85664,                0.96845,                0.64746,                      1,              0.0009934
                      2,                 0.7807,                 1.0403,                0.53898,                      1,              0.0009901
                      3,                 0.7892,                 1.9256,                0.32542,                      1,              0.0009868
                      4,                0.77388,                 1.8102,                0.69831,                      1,              0.0009835
                      5,                0.73815,                0.92692,                0.70508,                      1,              0.0009802
                      6,                0.74486,                0.99074,                0.66441,                      1,              0.0009769
                      7,                0.74552,                0.63364,                0.77966,                      1,              0.0009736
                      8,                0.69153,                0.58855,                0.82712,                      1,              0.0009703
                      9,                 0.6527,                0.93149,                0.65763,                      1,               0.000967
                     10,                0.65498,                 1.4143,                0.54915,                      1,              0.0009637
                     11,                0.67658,                 1.0403,                0.54237,                      1,              0.0009604
                     12,                0.67514,                 1.1975,                0.57966,                      1,              0.0009571
                     13,                0.62603,                0.77492,                0.75593,                      1,              0.0009538
                     14,                0.61227,                0.54137,                 0.8678,                      1,              0.0009505
                     15,                0.58771,                0.58179,                0.85763,                      1,              0.0009472
                     16,                 0.6018,                0.45514,                0.92542,                      1,              0.0009439
                     17,                0.59605,                0.63798,                0.81356,                      1,              0.0009406
                     18,                0.58009,                0.80267,                0.74915,                      1,              0.0009373
                     19,                0.59638,                0.59669,                0.84407,                      1,               0.000934
                     20,                 0.5769,                0.58294,                0.85085,                      1,              0.0009307
                     21,                0.58208,                0.55112,                0.87458,                      1,              0.0009274
                     22,                0.57901,                0.59926,                0.84068,                      1,              0.0009241
                     23,                0.56876,                0.55242,                0.84407,                      1,              0.0009208
                     24,                0.55017,                0.52227,                0.88136,                      1,              0.0009175
                     25,                0.57046,                0.67495,                0.78305,                      1,              0.0009142
                     26,                0.57194,                0.51589,                0.90508,                      1,              0.0009109
                     27,                0.54878,                0.54703,                0.89492,                      1,              0.0009076
                     28,                0.54844,                0.45286,                0.94915,                      1,              0.0009043
                     29,                0.54678,                0.48289,                0.90508,                      1,               0.000901
                     30,                0.53825,                0.55572,                0.90847,                      1,              0.0008977
                     31,                0.56117,                0.74218,                 0.7322,                      1,              0.0008944
                     32,                0.53962,                 0.7254,                0.80678,                      1,              0.0008911
                     33,                0.54246,                0.65399,                0.78305,                      1,              0.0008878
                     34,                0.52927,                0.50448,                0.89831,                      1,              0.0008845
                     35,                0.52861,                0.50402,                0.91186,                      1,              0.0008812
                     36,                0.55846,                0.51595,                0.89831,                      1,              0.0008779
                     37,                0.51779,                 0.5853,                0.82373,                      1,              0.0008746
                     38,                0.54701,                0.55897,                0.85424,                      1,              0.0008713
                     39,                  0.518,                0.53545,                0.88136,                      1,               0.000868
                     40,                0.53205,                0.46902,                0.90847,                      1,              0.0008647
                     41,                0.49757,                0.68437,                0.81695,                      1,              0.0008614
                     42,                0.53439,                0.55911,                0.85085,                      1,              0.0008581
                     43,                0.49656,                0.43117,                0.94576,                      1,              0.0008548
                     44,                0.52395,                 0.6338,                0.82373,                      1,              0.0008515
                     45,                0.51294,                0.52188,                0.88814,                      1,              0.0008482
                     46,                0.49703,                0.44768,                0.95593,                      1,              0.0008449
                     47,                0.49832,                0.55501,                0.85085,                      1,              0.0008416
                     48,                0.51684,                0.47766,                0.89831,                      1,              0.0008383
                     49,                0.52568,                0.50996,                0.89153,                      1,               0.000835
                     50,                0.51234,                0.43562,                0.93898,                      1,              0.0008317
                     51,                0.49017,                0.50234,                0.90508,                      1,              0.0008284
                     52,                 0.5221,                0.50759,                0.88136,                      1,              0.0008251
                     53,                 0.5292,                0.47787,                0.89492,                      1,              0.0008218
                     54,                0.49953,                0.45538,                0.94237,                      1,              0.0008185
                     55,                0.49007,                0.54859,                0.87797,                      1,              0.0008152
                     56,                0.50072,                0.47211,                0.92542,                      1,              0.0008119
                     57,                 0.4964,                 0.4579,                0.91525,                      1,              0.0008086
                     58,                0.50539,                 0.4733,                0.89831,                      1,              0.0008053
                     59,                0.48683,                 0.4633,                0.90847,                      1,               0.000802
                     60,                0.46862,                0.40152,                0.95254,                      1,              0.0007987
                     61,                0.49541,                0.59153,                0.86441,                      1,              0.0007954
                     62,                 0.5004,                 0.8088,                0.71864,                      1,              0.0007921
                     63,                0.49518,                0.47122,                0.89492,                      1,              0.0007888
                     64,                0.51571,                0.44359,                0.92881,                      1,              0.0007855
                     65,                0.48761,                0.41581,                0.94576,                      1,              0.0007822
                     66,                0.47295,                0.43754,                0.93898,                      1,              0.0007789
                     67,                 0.4955,                0.51353,                0.88475,                      1,              0.0007756
                     68,                0.49471,                0.53711,                0.89153,                      1,              0.0007723
                     69,                0.50419,                0.47853,                0.91186,                      1,               0.000769
                     70,                0.46046,                0.50525,                0.89153,                      1,              0.0007657
                     71,                0.45929,                0.42509,                0.95932,                      1,              0.0007624
                     72,                0.47425,                0.48107,                0.91186,                      1,              0.0007591
                     73,                 0.4927,                0.45192,                0.94915,                      1,              0.0007558
                     74,                0.47733,                0.57337,                0.89153,                      1,              0.0007525
                     75,                0.48081,                0.45106,                0.92881,                      1,              0.0007492
                     76,                  0.495,                0.52904,                0.88475,                      1,              0.0007459
                     77,                0.50036,                 0.4811,                0.91186,                      1,              0.0007426
                     78,                0.49444,                 0.5054,                0.89153,                      1,              0.0007393
