               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss, train/cls_task_loss,train/constraint_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,   val/cls_task_loss, val/constraint_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11691,            0.013741,            0.050146,              1.1014,                   0,                   0,                   0,                   0,                   0,             0.11996,            0.010756,            0.050513,              1.0977,                   0,              0.0937,              0.0007,              0.0007
                   1,             0.11709,            0.013742,            0.050422,              1.1018,                   0,                   0,                   0,                   0,                   0,             0.12036,            0.010739,            0.050928,              1.0986,                   0,            0.086496,           0.0014955,           0.0014955
                   2,             0.11705,            0.013718,            0.050803,              1.1012,                   0,                   0,                   0,                   0,                   0,             0.11931,            0.010847,            0.050635,              1.0967,                   0,            0.079286,           0.0022862,           0.0022862
                   3,             0.11662,            0.013757,            0.050396,              1.1034,                   0,                   0,                   0,                   0,                   0,              0.1195,            0.010787,            0.050061,              1.0986,                   0,            0.072072,           0.0030721,           0.0030721
                   4,             0.11647,            0.013722,            0.050148,              1.1001,                   0,                   0,                   0,                   0,                   0,             0.11896,            0.010835,            0.050146,              1.0977,                   0,            0.064853,           0.0038532,           0.0038532
                   5,             0.11575,            0.013799,            0.050011,              1.1012,                   0,                   0,                   0,                   0,                   0,             0.11831,            0.010854,            0.049609,              1.0977,                   0,             0.05763,           0.0046295,           0.0046295
                   6,             0.11471,            0.013898,            0.049544,              1.1022,                   0,                   0,                   0,                   0,                   0,             0.11673,             0.01101,            0.049561,              1.0986,                   0,            0.050401,            0.005401,            0.005401
                   7,             0.11389,             0.01399,             0.04961,              1.1005,                   0,                   0,                   0,                   0,                   0,             0.11558,            0.011072,            0.049377,              1.0996,                   0,            0.043168,           0.0061677,           0.0061677
                   8,             0.11285,            0.013998,            0.048985,              1.1012,                   0,                   0,                   0,                   0,                   0,             0.11468,            0.011114,            0.049023,              1.0967,                   0,             0.03593,           0.0069296,           0.0069296
                   9,             0.11161,            0.014116,            0.049062,              1.1015,                   0,                   0,                   0,                   0,                   0,             0.11317,            0.011292,            0.048572,              1.0967,                   0,            0.028687,           0.0076867,           0.0076867
                  10,             0.11025,            0.014241,             0.04886,              1.1005,                   0,                   0,                   0,                   0,                   0,             0.11096,            0.011509,            0.049146,              1.0957,                   0,            0.021439,            0.008439,            0.008439
                  11,             0.10805,            0.014473,              0.0484,              1.0998,                   0,                   0,                   0,                   0,                   0,             0.10882,            0.011812,            0.048975,              1.0977,                   0,            0.014186,           0.0091865,           0.0091865
                  12,             0.10703,            0.014561,            0.048482,              1.0996,                   0,                   0,                   0,                   0,                   0,             0.10666,            0.012023,            0.049023,              1.0938,                   0,             0.00964,             0.00964,             0.00964
                  13,             0.10556,            0.014696,            0.048298,              1.0995,                   0,                   0,                   0,                   0,                   0,             0.10593,            0.012081,            0.048486,              1.0938,                   0,             0.00964,             0.00964,             0.00964
                  14,             0.10446,            0.014799,            0.047994,              1.0971,                   0,                   0,                   0,                   0,                   0,             0.10424,            0.012263,            0.048193,              1.0889,                   0,             0.00961,             0.00961,             0.00961
                  15,             0.10306,            0.014869,            0.047544,              1.0991,                   0,                   0,                   0,                   0,                   0,              0.1034,            0.012289,            0.047534,              1.0908,                   0,             0.00958,             0.00958,             0.00958
                  16,             0.10219,            0.014938,            0.047578,              1.0953,                   0,                   0,                   0,                   0,                   0,             0.10139,            0.012505,            0.047522,              1.0908,                   0,             0.00955,             0.00955,             0.00955
                  17,             0.10133,            0.015076,            0.047288,              1.0969,                   0,                   0,                   0,                   0,                   0,             0.10042,            0.012605,              0.0474,              1.0908,                   0,             0.00952,             0.00952,             0.00952
                  18,             0.10053,            0.015089,            0.047094,              1.0939,                   0,          0.00038973,            0.029167,          0.00031449,          6.2899e-05,            0.099784,            0.012707,            0.047119,              1.0928,                   0,             0.00949,             0.00949,             0.00949
                  19,            0.099776,            0.015204,            0.046952,               1.094,                   0,          0.00063839,            0.092708,           0.0012931,          0.00037363,            0.098451,            0.012852,            0.046875,              1.0918,                   0,             0.00946,             0.00946,             0.00946
                  20,            0.098797,             0.01532,            0.046559,              1.0943,                   0,           0.0011544,             0.10133,           0.0026881,          0.00081704,            0.097176,            0.012981,            0.046631,              1.0908,                   0,             0.00943,             0.00943,             0.00943
                  21,            0.097054,            0.015541,            0.046388,              1.0906,                   0,           0.0014876,             0.18807,            0.002712,          0.00062039,            0.095459,            0.013177,            0.046045,              1.0879,                   0,              0.0094,              0.0094,              0.0094
                  22,            0.096399,            0.015562,            0.046197,              1.0919,                   0,           0.0015539,             0.20237,           0.0013941,          0.00040331,            0.093775,            0.013366,            0.045837,              1.0869,                   0,             0.00937,             0.00937,             0.00937
                  23,            0.094629,            0.015731,            0.046039,              1.0923,                   0,           0.0013907,             0.20568,           0.0018862,          0.00050883,            0.091766,            0.013585,            0.045496,               1.083,                   0,             0.00934,             0.00934,             0.00934
                  24,            0.093074,            0.015929,            0.045551,              1.0907,                   0,           0.0014912,             0.27074,           0.0028806,           0.0006772,            0.089253,            0.013906,              0.0453,              1.0801,                   0,             0.00931,             0.00931,             0.00931
                  25,            0.090997,             0.01615,            0.045399,              1.0883,                   0,           0.0016033,             0.30909,           0.0037765,          0.00076992,            0.086787,            0.014207,            0.045154,              1.0781,                   0,             0.00928,             0.00928,             0.00928
                  26,            0.089372,            0.016366,            0.045089,              1.0859,                   0,           0.0033005,             0.39223,           0.0049702,           0.0011449,            0.084396,            0.014473,            0.044885,              1.0742,                   0,             0.00925,             0.00925,             0.00925
                  27,            0.087326,            0.016486,            0.044745,              1.0828,                   0,           0.0049092,             0.49081,           0.0085934,            0.001836,            0.081761,            0.014723,             0.04458,              1.0684,                   0,             0.00922,             0.00922,             0.00922
                  28,            0.084823,            0.016784,            0.044425,              1.0799,                   0,           0.0060929,             0.52595,            0.011609,           0.0024827,            0.080001,            0.014852,            0.044153,              1.0625,                   0,             0.00919,             0.00919,             0.00919
                  29,            0.083294,            0.016873,            0.043935,              1.0759,                   0,           0.0056563,             0.45369,            0.011693,           0.0024649,             0.07737,              0.0151,            0.043726,              1.0586,                   0,             0.00916,             0.00916,             0.00916
                  30,            0.080597,             0.01717,            0.043442,              1.0764,                   0,            0.004936,             0.55199,            0.010734,           0.0024781,            0.075551,             0.01525,            0.042969,              1.0576,                   0,             0.00913,             0.00913,             0.00913
                  31,            0.078785,            0.017345,            0.042808,              1.0725,                   0,           0.0037689,             0.61174,            0.011017,           0.0022756,            0.074541,            0.015227,            0.041797,              1.0518,                   0,              0.0091,              0.0091,              0.0091
                  32,            0.076815,            0.017393,            0.041934,              1.0675,                   0,           0.0035071,             0.68513,            0.013029,           0.0029105,            0.073223,             0.01514,            0.040747,              1.0449,                   0,             0.00907,             0.00907,             0.00907
                  33,            0.075113,             0.01743,            0.040712,              1.0644,                   0,           0.0034404,               0.716,            0.013662,           0.0029147,            0.071222,            0.015256,            0.039868,               1.042,                   0,             0.00904,             0.00904,             0.00904
                  34,            0.072646,            0.017418,            0.039744,              1.0634,                   0,           0.0036159,             0.77576,            0.015772,           0.0035402,            0.069713,            0.015158,            0.038586,              1.0391,                   0,             0.00901,             0.00901,             0.00901
                  35,            0.070356,            0.017369,            0.038524,              1.0624,                   0,           0.0033929,             0.80511,            0.018638,           0.0044855,             0.06798,            0.014978,            0.037299,              1.0312,                   0,             0.00898,             0.00898,             0.00898
                  36,            0.068483,             0.01715,            0.037201,              1.0554,                   0,           0.0032259,             0.81127,            0.029769,           0.0073215,            0.067678,            0.014679,             0.03595,              1.0205,                   0,             0.00895,             0.00895,             0.00895
                  37,            0.066849,            0.017078,            0.035715,              1.0467,                   0,           0.0029613,             0.83419,            0.026106,           0.0073944,             0.06547,            0.014636,            0.034857,              1.0107,                   0,             0.00892,             0.00892,             0.00892
                  38,            0.066144,            0.016792,            0.034589,              1.0421,                   0,             0.32154,             0.07017,            0.029178,           0.0078088,            0.064613,            0.014513,            0.033643,              1.0088,                   0,             0.00889,             0.00889,             0.00889
                  39,            0.063987,            0.016647,            0.033293,              1.0403,                   0,             0.34441,            0.095076,            0.036658,           0.0089174,            0.065346,             0.01431,            0.032538,             0.99512,                   0,             0.00886,             0.00886,             0.00886
                  40,            0.063375,            0.016538,            0.032646,              1.0302,                   0,               0.294,             0.10114,            0.043826,            0.012075,            0.063609,            0.014241,            0.031482,             0.98242,                   0,             0.00883,             0.00883,             0.00883
                  41,            0.062214,            0.016402,            0.031498,              1.0198,                   0,               0.312,             0.12973,            0.043777,             0.01259,            0.062725,            0.014067,            0.030273,             0.96924,                   0,              0.0088,              0.0088,              0.0088
                  42,            0.061222,            0.016206,            0.030358,              1.0069,                   0,             0.33174,             0.13485,            0.057309,            0.013231,            0.061716,            0.014014,            0.029291,             0.95654,                   0,             0.00877,             0.00877,             0.00877
                  43,            0.061215,            0.016147,            0.029329,             0.99653,                   0,             0.34805,             0.14186,             0.08063,            0.018948,            0.063164,            0.013654,            0.028009,             0.94678,                   0,             0.00874,             0.00874,             0.00874
                  44,              0.0602,            0.016071,            0.028488,             0.98815,                   0,             0.34141,             0.17064,            0.052899,             0.01377,            0.062289,            0.013708,            0.026947,             0.92432,                   0,             0.00871,             0.00871,             0.00871
                  45,             0.05974,            0.015815,            0.027208,             0.97445,                   0,             0.33828,             0.18589,            0.054074,            0.013002,            0.060904,            0.013638,             0.02569,             0.90479,                   0,             0.00868,             0.00868,             0.00868
                  46,            0.057533,            0.015882,            0.026415,             0.94839,                   0,             0.39542,             0.18291,            0.089413,            0.020293,            0.061222,            0.013484,            0.024567,             0.88965,                   0,             0.00865,             0.00865,             0.00865
                  47,            0.057523,            0.015657,            0.025387,             0.93738,                   0,             0.34068,             0.14195,            0.048231,            0.013598,              0.0607,            0.013329,            0.023987,             0.87012,                   0,             0.00862,             0.00862,             0.00862
                  48,            0.057598,            0.015459,            0.024145,             0.92203,                   0,             0.35542,             0.10862,            0.060784,            0.012087,            0.060143,              0.0133,            0.022516,             0.85205,                   0,             0.00859,             0.00859,             0.00859
                  49,            0.056609,            0.015524,            0.023409,              0.9114,                   0,             0.34146,             0.10549,            0.050557,           0.0091718,            0.059369,             0.01324,            0.022369,             0.84375,                   0,             0.00856,             0.00856,             0.00856
                  50,            0.055935,            0.015325,            0.021883,             0.89217,                   0,             0.30726,             0.07642,            0.034429,           0.0077035,            0.060438,              0.0131,            0.021539,             0.81738,                   0,             0.00853,             0.00853,             0.00853
                  51,            0.055345,            0.015154,            0.021573,             0.86921,                   0,             0.32072,             0.08608,            0.035079,           0.0082113,            0.059766,            0.012924,            0.020673,             0.79541,                   0,              0.0085,              0.0085,              0.0085
                  52,            0.053866,            0.015064,             0.02011,             0.84915,                   0,             0.37696,            0.048528,            0.038861,           0.0078791,            0.059941,            0.012784,            0.020288,             0.77197,                   0,             0.00847,             0.00847,             0.00847
                  53,            0.053993,            0.014973,             0.01991,              0.8374,                   0,             0.36926,            0.083144,            0.046545,           0.0095969,            0.057458,            0.012768,            0.019504,             0.75684,                   0,             0.00844,             0.00844,             0.00844
                  54,            0.052859,            0.014784,            0.018847,             0.81565,                   0,             0.28306,            0.027273,            0.030296,           0.0067327,             0.05888,            0.012541,            0.019775,             0.73633,                   0,             0.00841,             0.00841,             0.00841
                  55,            0.052304,            0.014748,            0.018615,             0.79553,                   0,             0.41596,            0.046686,            0.046504,           0.0096882,            0.058986,            0.012462,            0.019022,             0.70312,                   0,             0.00838,             0.00838,             0.00838
                  56,            0.052006,            0.014608,            0.018219,             0.77928,                   0,             0.33172,            0.043282,            0.046912,           0.0098315,            0.058666,             0.01232,            0.018134,              0.6875,                   0,             0.00835,             0.00835,             0.00835
                  57,            0.051822,            0.014456,            0.017515,             0.75846,                   0,              0.3425,            0.063734,            0.047263,            0.010236,             0.05834,            0.012244,            0.018274,             0.66406,                   0,             0.00832,             0.00832,             0.00832
                  58,             0.05051,            0.014336,            0.017075,             0.72378,                   0,             0.43707,            0.047407,            0.044394,           0.0094436,            0.058261,            0.012104,            0.017606,             0.64062,                   0,             0.00829,             0.00829,             0.00829
                  59,            0.049767,            0.014172,            0.016726,             0.71727,                   0,             0.29857,            0.044508,            0.033281,           0.0073951,            0.056105,            0.012156,            0.017743,             0.62988,                   0,             0.00826,             0.00826,             0.00826
                  60,            0.049524,            0.014141,            0.016541,             0.70463,                   0,             0.32539,            0.029571,            0.033802,           0.0070706,            0.056728,             0.01201,            0.017511,             0.61475,                   0,             0.00823,             0.00823,             0.00823
                  61,            0.049242,             0.01398,            0.016364,             0.67713,                   0,             0.33706,            0.085227,            0.041256,           0.0088188,            0.055438,             0.01211,            0.017194,              0.5874,                   0,              0.0082,              0.0082,              0.0082
                  62,            0.049409,             0.01389,            0.016053,             0.65592,                   0,             0.32847,            0.038352,            0.050929,            0.011077,            0.055916,            0.011941,            0.017285,             0.57715,                   0,             0.00817,             0.00817,             0.00817
                  63,             0.04877,            0.013886,            0.015913,             0.63554,                   0,             0.43216,            0.065271,            0.067938,            0.014634,            0.059224,            0.011812,            0.017035,             0.55518,                   0,             0.00814,             0.00814,             0.00814
                  64,            0.047889,            0.013755,            0.015795,             0.62574,                   0,             0.41483,            0.054261,            0.062324,            0.013496,            0.061839,            0.011554,            0.016953,             0.54199,                   0,             0.00811,             0.00811,             0.00811
                  65,            0.047592,            0.013589,             0.01561,             0.60559,                   0,             0.02727,             0.29593,            0.043683,           0.0096757,            0.057969,            0.011587,            0.016971,             0.51025,                   0,             0.00808,             0.00808,             0.00808
                  66,            0.048048,            0.013589,            0.015397,             0.59367,                   0,             0.33148,            0.082386,              0.0584,            0.011152,            0.055603,            0.011677,            0.017368,             0.50195,                   0,             0.00805,             0.00805,             0.00805
                  67,            0.046966,            0.013412,             0.01529,             0.58687,                   0,             0.29992,            0.079034,            0.045311,           0.0091127,             0.05414,            0.011669,            0.016656,               0.479,                   0,             0.00802,             0.00802,             0.00802
                  68,            0.047362,            0.013307,              0.0152,             0.57106,                   0,             0.32894,             0.12129,             0.05618,            0.013103,             0.05774,            0.011525,            0.017059,             0.45776,                   0,             0.00799,             0.00799,             0.00799
                  69,            0.047106,            0.013374,            0.015077,             0.54431,                   0,             0.31129,            0.089299,            0.038573,           0.0090359,            0.056257,            0.011625,            0.016357,             0.43848,                   0,             0.00796,             0.00796,             0.00796
                  70,            0.045935,             0.01323,            0.014953,             0.52871,                   0,           0.0035818,             0.90445,            0.050847,            0.011062,            0.053615,            0.011453,             0.01629,             0.43433,                   0,             0.00793,             0.00793,             0.00793
                  71,               0.046,            0.013114,            0.014898,             0.52435,                   0,           0.0036851,             0.92973,            0.041241,           0.0089902,            0.055872,            0.011479,            0.016479,             0.42944,                   0,              0.0079,              0.0079,              0.0079
                  72,            0.046621,            0.013045,            0.014702,             0.49918,                   0,             0.31575,            0.085985,            0.042408,           0.0095292,            0.056132,            0.011288,             0.01582,             0.41016,                   0,             0.00787,             0.00787,             0.00787
                  73,            0.044648,            0.013025,            0.014721,             0.48429,                   0,            0.051366,             0.17973,            0.050587,            0.010941,            0.052992,            0.011398,            0.015982,             0.39893,                   0,             0.00784,             0.00784,             0.00784
                  74,            0.045749,            0.012927,            0.014443,             0.47239,                   0,             0.32221,             0.10947,            0.064186,            0.014382,             0.05218,            0.011445,            0.015762,             0.38428,                   0,             0.00781,             0.00781,             0.00781
                  75,            0.044077,            0.012829,            0.014319,             0.46444,                   0,             0.46523,           0.0089962,            0.071082,             0.01668,            0.052113,             0.01134,            0.015897,             0.37085,                   0,             0.00778,             0.00778,             0.00778
                  76,            0.045028,            0.012789,            0.014211,             0.45366,                   0,             0.31171,            0.088542,            0.070511,            0.017035,            0.052994,            0.011261,            0.016116,             0.35864,                   0,             0.00775,             0.00775,             0.00775
                  77,            0.042434,            0.012694,            0.014068,             0.42635,                   0,            0.067819,             0.12481,             0.07778,            0.017845,            0.053449,            0.011168,            0.016187,             0.34546,                   0,             0.00772,             0.00772,             0.00772
                  78,            0.043601,            0.012632,            0.014286,              0.4188,                   0,             0.34174,            0.024148,            0.074086,            0.016923,            0.052465,            0.011227,            0.015915,             0.34497,                   0,             0.00769,             0.00769,             0.00769
                  79,            0.043292,            0.012591,            0.014295,             0.40102,                   0,           0.0039771,             0.94337,             0.05503,            0.013014,            0.050763,            0.011269,            0.015839,             0.32446,                   0,             0.00766,             0.00766,             0.00766
                  80,            0.043217,             0.01254,            0.014114,             0.38971,                   0,            0.003782,             0.92907,             0.05532,            0.011865,            0.050796,            0.011213,            0.015839,             0.31714,                   0,             0.00763,             0.00763,             0.00763
                  81,            0.041908,            0.012507,            0.014188,             0.38467,                   0,             0.39704,             0.05255,             0.07098,            0.016371,            0.052629,            0.011082,            0.015845,             0.30249,                   0,              0.0076,              0.0076,              0.0076
                  82,            0.042739,            0.012369,            0.014015,              0.3697,                   0,            0.023907,             0.73977,            0.073607,            0.017219,            0.051164,            0.011163,            0.015616,             0.30737,                   0,             0.00757,             0.00757,             0.00757
                  83,            0.042374,            0.012336,             0.01404,             0.36866,                   0,             0.29333,             0.03125,            0.097788,            0.024418,            0.054779,             0.01109,             0.01608,             0.30005,                   0,             0.00754,             0.00754,             0.00754
                  84,              0.0422,            0.012218,            0.013827,             0.36615,                   0,             0.35822,            0.030433,             0.08203,            0.020339,            0.051133,             0.01115,            0.015869,             0.29834,                   0,             0.00751,             0.00751,             0.00751
                  85,             0.04128,            0.012243,            0.014205,             0.35603,                   0,             0.43496,            0.068753,             0.10564,            0.025204,            0.052882,            0.011081,            0.016266,             0.28394,                   0,             0.00748,             0.00748,             0.00748
                  86,            0.042008,            0.012272,            0.014064,             0.35372,                   0,             0.34189,              0.2089,            0.085961,            0.022692,             0.05109,            0.011224,            0.016678,             0.28931,                   0,             0.00745,             0.00745,             0.00745
                  87,            0.041391,            0.012173,            0.013941,             0.34124,                   0,             0.05394,             0.25824,            0.079887,            0.018704,            0.053293,            0.010945,            0.015842,             0.27563,                   0,             0.00742,             0.00742,             0.00742
