# epoch,accuracy,precision,recall,f1_score
0,0.3022,0.0913,0.3022,0.1403
1,0.3022,0.0913,0.3022,0.1403
2,0.3022,0.0913,0.3022,0.1403
3,0.3022,0.0913,0.3022,0.1403
4,0.3022,0.0913,0.3022,0.1403
5,0.3022,0.0913,0.3022,0.1403
6,0.5055,0.2555,0.5055,0.3395
7,0.5055,0.2555,0.5055,0.3395
8,0.5055,0.2555,0.5055,0.3395
9,0.5055,0.2555,0.5055,0.3395
10,0.5055,0.2555,0.5055,0.3395
11,0.5055,0.2555,0.5055,0.3395
12,0.5055,0.2555,0.5055,0.3395
13,0.5055,0.2555,0.5055,0.3395
14,0.5055,0.2555,0.5055,0.3395
15,0.5055,0.2555,0.5055,0.3395
16,0.5055,0.2555,0.5055,0.3395
17,0.5055,0.2555,0.5055,0.3395
18,0.5055,0.2555,0.5055,0.3395
19,0.5055,0.2555,0.5055,0.3395
20,0.5055,0.2555,0.5055,0.3395
21,0.5055,0.2555,0.5055,0.3395
22,0.5055,0.2555,0.5055,0.3395
23,0.5055,0.2555,0.5055,0.3395
24,0.5055,0.2555,0.5055,0.3395
25,0.5440,0.5679,0.5440,0.4166
26,0.5385,0.4858,0.5385,0.4192
27,0.5330,0.4829,0.5330,0.4154
28,0.5055,0.2555,0.5055,0.3395
29,0.5055,0.2555,0.5055,0.3395
30,0.5055,0.2555,0.5055,0.3395
31,0.5055,0.2555,0.5055,0.3395
32,0.5055,0.2555,0.5055,0.3395
33,0.5055,0.2555,0.5055,0.3395
34,0.5055,0.2555,0.5055,0.3395
35,0.5055,0.2555,0.5055,0.3395
36,0.5055,0.2555,0.5055,0.3395
37,0.5055,0.2555,0.5055,0.3395
38,0.5055,0.2555,0.5055,0.3395
39,0.5055,0.2555,0.5055,0.3395
40,0.5055,0.2555,0.5055,0.3395
41,0.5055,0.2555,0.5055,0.3395
42,0.5055,0.2555,0.5055,0.3395
43,0.5055,0.2555,0.5055,0.3395
44,0.5055,0.2555,0.5055,0.3395
45,0.5055,0.2555,0.5055,0.3395
46,0.5055,0.2555,0.5055,0.3395
47,0.5110,0.5591,0.5110,0.3515
48,0.5055,0.2555,0.5055,0.3395
49,0.5055,0.2555,0.5055,0.3395
50,0.5055,0.2555,0.5055,0.3395
51,0.5055,0.2555,0.5055,0.3395
52,0.5604,0.5726,0.5604,0.4453
53,0.5769,0.5774,0.5769,0.4719
54,0.5385,0.5664,0.5385,0.4065
55,0.5110,0.5591,0.5110,0.3515
56,0.5110,0.5591,0.5110,0.3515
57,0.5220,0.5620,0.5220,0.3745
58,0.5110,0.5591,0.5110,0.3515
59,0.5440,0.5679,0.5440,0.4166
60,0.6264,0.6790,0.6264,0.5473
61,0.5659,0.6735,0.5659,0.4611
62,0.5604,0.5726,0.5604,0.4453
63,0.6044,0.6837,0.6044,0.5178
64,0.6264,0.7389,0.6264,0.5553
65,0.6648,0.7349,0.6648,0.6033
66,0.6429,0.6701,0.6429,0.5771
67,0.5714,0.5574,0.5714,0.4658
68,0.6429,0.6873,0.6429,0.5762
69,0.6154,0.6319,0.6154,0.5333
70,0.5934,0.7123,0.5934,0.5048
71,0.6538,0.7291,0.6538,0.5899
72,0.7143,0.7183,0.7143,0.6684
73,0.6978,0.7275,0.6978,0.6562
74,0.7363,0.7472,0.7363,0.7077
75,0.6648,0.7287,0.6648,0.6083
76,0.6374,0.7245,0.6374,0.5755
77,0.6264,0.6814,0.6264,0.5563
78,0.6538,0.6907,0.6538,0.5998
79,0.6648,0.6865,0.6648,0.6175
80,0.6703,0.7164,0.6703,0.6182
81,0.7747,0.7803,0.7747,0.7514
82,0.7692,0.7761,0.7692,0.7564
83,0.7637,0.7760,0.7637,0.7480
84,0.7033,0.7332,0.7033,0.6695
85,0.6538,0.7055,0.6538,0.6009
86,0.6484,0.7298,0.6484,0.5903
87,0.6923,0.7297,0.6923,0.6584
88,0.8132,0.8195,0.8132,0.8018
89,0.7253,0.7688,0.7253,0.7006
90,0.6319,0.7010,0.6319,0.5736
91,0.7527,0.7582,0.7527,0.7338
92,0.7198,0.7480,0.7198,0.6920
93,0.6703,0.7259,0.6703,0.6286
94,0.6593,0.7190,0.6593,0.6135
95,0.7802,0.7918,0.7802,0.7669
96,0.8407,0.8459,0.8407,0.8329
97,0.7363,0.7709,0.7363,0.7129
98,0.8297,0.8329,0.8297,0.8231
99,0.7363,0.7826,0.7363,0.7120
100,0.7692,0.7969,0.7692,0.7604
101,0.8077,0.8182,0.8077,0.8037
102,0.7967,0.8035,0.7967,0.7846
103,0.8187,0.8253,0.8187,0.8085
104,0.8407,0.8516,0.8407,0.8368
105,0.8352,0.8468,0.8352,0.8278
106,0.7088,0.7612,0.7088,0.6790
107,0.7527,0.7931,0.7527,0.7331
108,0.7418,0.7803,0.7418,0.7213
109,0.8571,0.8606,0.8571,0.8516
110,0.7967,0.8327,0.7967,0.7900
111,0.8626,0.8740,0.8626,0.8587
112,0.8791,0.8836,0.8791,0.8753
113,0.7802,0.7973,0.7802,0.7645
114,0.7033,0.7560,0.7033,0.6731
