# epoch,accuracy,precision,recall,f1_score
0,0.4889,0.2390,0.4889,0.3211
1,0.3167,0.1003,0.3167,0.1523
2,0.3167,0.1003,0.3167,0.1523
3,0.3167,0.1003,0.3167,0.1523
4,0.3167,0.1003,0.3167,0.1523
5,0.3167,0.1003,0.3167,0.1523
6,0.3167,0.1003,0.3167,0.1523
7,0.3167,0.1003,0.3167,0.1523
8,0.3167,0.1003,0.3167,0.1523
9,0.3167,0.1003,0.3167,0.1523
10,0.3167,0.1003,0.3167,0.1523
11,0.3167,0.1003,0.3167,0.1523
12,0.3167,0.1003,0.3167,0.1523
13,0.3167,0.1003,0.3167,0.1523
14,0.3167,0.1003,0.3167,0.1523
15,0.3167,0.1003,0.3167,0.1523
16,0.3167,0.1003,0.3167,0.1523
17,0.3167,0.1003,0.3167,0.1523
18,0.3167,0.1003,0.3167,0.1523
19,0.3167,0.1003,0.3167,0.1523
20,0.3167,0.1003,0.3167,0.1523
21,0.3167,0.1003,0.3167,0.1523
22,0.3167,0.1003,0.3167,0.1523
23,0.3167,0.1003,0.3167,0.1523
24,0.3167,0.1003,0.3167,0.1523
25,0.3167,0.1003,0.3167,0.1523
26,0.3167,0.1003,0.3167,0.1523
27,0.3167,0.1003,0.3167,0.1523
28,0.3222,0.5897,0.3222,0.1640
29,0.3167,0.2632,0.3167,0.1623
30,0.3833,0.3330,0.3833,0.3353
31,0.4889,0.2390,0.4889,0.3211
32,0.4889,0.2390,0.4889,0.3211
33,0.4889,0.2390,0.4889,0.3211
34,0.4889,0.2390,0.4889,0.3211
35,0.4889,0.2390,0.4889,0.3211
36,0.4889,0.2390,0.4889,0.3211
37,0.4889,0.2390,0.4889,0.3211
38,0.4889,0.2390,0.4889,0.3211
39,0.4889,0.2390,0.4889,0.3211
40,0.4889,0.2390,0.4889,0.3211
41,0.4889,0.2390,0.4889,0.3211
42,0.4889,0.2390,0.4889,0.3211
43,0.4889,0.2390,0.4889,0.3211
44,0.4889,0.2390,0.4889,0.3211
45,0.4889,0.2390,0.4889,0.3211
46,0.4889,0.2390,0.4889,0.3211
47,0.4889,0.2390,0.4889,0.3211
48,0.4889,0.2390,0.4889,0.3211
49,0.4889,0.2390,0.4889,0.3211
50,0.4889,0.2390,0.4889,0.3211
51,0.4889,0.2390,0.4889,0.3211
52,0.4889,0.2390,0.4889,0.3211
53,0.4889,0.2390,0.4889,0.3211
54,0.4889,0.2390,0.4889,0.3211
55,0.4889,0.2390,0.4889,0.3211
56,0.4889,0.2390,0.4889,0.3211
57,0.4889,0.2390,0.4889,0.3211
58,0.4889,0.2390,0.4889,0.3211
59,0.4889,0.2390,0.4889,0.3211
60,0.4889,0.2390,0.4889,0.3211
61,0.4889,0.2390,0.4889,0.3211
62,0.4889,0.2390,0.4889,0.3211
63,0.4889,0.2390,0.4889,0.3211
64,0.4889,0.2390,0.4889,0.3211
65,0.4889,0.2390,0.4889,0.3211
66,0.4889,0.2390,0.4889,0.3211
67,0.4889,0.2390,0.4889,0.3211
68,0.4889,0.2390,0.4889,0.3211
69,0.4889,0.2390,0.4889,0.3211
70,0.4889,0.2390,0.4889,0.3211
71,0.4889,0.2390,0.4889,0.3211
72,0.4889,0.2390,0.4889,0.3211
73,0.4889,0.2390,0.4889,0.3211
74,0.4889,0.2390,0.4889,0.3211
75,0.4889,0.2390,0.4889,0.3211
76,0.4889,0.2390,0.4889,0.3211
77,0.4889,0.2390,0.4889,0.3211
78,0.4889,0.2390,0.4889,0.3211
79,0.4889,0.2390,0.4889,0.3211
80,0.4889,0.2390,0.4889,0.3211
81,0.4889,0.2390,0.4889,0.3211
82,0.4889,0.2390,0.4889,0.3211
83,0.4889,0.2390,0.4889,0.3211
84,0.4889,0.2390,0.4889,0.3211
85,0.4889,0.2390,0.4889,0.3211
86,0.4889,0.2390,0.4889,0.3211
87,0.4889,0.2390,0.4889,0.3211
88,0.4889,0.2444,0.4889,0.3259
89,0.4889,0.2487,0.4889,0.3297
90,0.4889,0.2390,0.4889,0.3211
91,0.4889,0.2546,0.4889,0.3348
92,0.4889,0.2390,0.4889,0.3211
