               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss, train/cls_task_loss,train/constraint_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,   val/cls_task_loss, val/constraint_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1123,            0.014278,            0.052747,              1.1209,                   0,                   0,                   0,                   0,                   0,              0.1149,            0.011578,            0.054529,               1.127,                   0,              0.0937,              0.0007,              0.0007
                   1,             0.11194,            0.014299,            0.052608,              1.1231,                   0,                   0,                   0,                   0,                   0,             0.11447,            0.011644,            0.054395,              1.1279,                   0,            0.086496,           0.0014955,           0.0014955
                   2,             0.11235,            0.014236,            0.052568,              1.1223,                   0,          9.0401e-05,            0.048246,          5.4041e-05,          1.1248e-05,             0.11366,            0.011723,            0.054419,              1.1309,                   0,            0.079286,           0.0022862,           0.0022862
                   3,             0.11195,            0.014334,            0.052509,               1.121,                   0,          9.0401e-05,            0.048246,          6.2592e-05,          1.3055e-05,             0.11354,            0.011687,            0.054077,              1.1328,                   0,            0.072072,           0.0030721,           0.0030721
                   4,             0.11154,            0.014318,            0.052282,              1.1208,                   0,          9.0401e-05,            0.048246,          5.4244e-05,          1.0819e-05,             0.11338,            0.011737,            0.053821,              1.1309,                   0,            0.064853,           0.0038532,           0.0038532
                   5,             0.11082,            0.014442,            0.051979,              1.1186,                   0,          9.0401e-05,            0.048246,          6.2663e-05,          1.2259e-05,             0.11245,            0.011819,             0.05387,               1.123,                   0,             0.05763,           0.0046295,           0.0046295
                   6,             0.11047,            0.014419,             0.05213,              1.1179,                   0,          9.0401e-05,            0.048246,          5.9795e-05,            1.23e-05,             0.11184,             0.01189,            0.053638,              1.1289,                   0,            0.050401,            0.005401,            0.005401
                   7,              0.1098,            0.014501,            0.051663,              1.1212,                   0,          9.0401e-05,            0.048246,          5.5376e-05,          1.1617e-05,             0.11098,            0.011999,            0.052759,              1.1279,                   0,            0.043168,           0.0061677,           0.0061677
                   8,             0.10878,            0.014583,             0.05115,              1.1177,                   0,          0.00017381,             0.10594,          0.00010837,          2.0145e-05,             0.10982,            0.012077,            0.051685,               1.127,                   0,             0.03593,           0.0069296,           0.0069296
                   9,             0.10821,            0.014659,            0.050617,              1.1241,                   0,          0.00018138,             0.11471,          0.00011366,          2.0272e-05,             0.10855,            0.012227,            0.051636,               1.124,                   0,            0.028687,           0.0076867,           0.0076867
