# epoch,accuracy,precision,recall,f1_score
0,0.2793,0.0780,0.2793,0.1220
1,0.2793,0.0780,0.2793,0.1220
2,0.2793,0.0780,0.2793,0.1220
3,0.2793,0.0780,0.2793,0.1220
4,0.5363,0.2876,0.5363,0.3744
5,0.5363,0.2876,0.5363,0.3744
6,0.5363,0.2876,0.5363,0.3744
7,0.5363,0.2876,0.5363,0.3744
8,0.5363,0.2876,0.5363,0.3744
9,0.5363,0.2876,0.5363,0.3744
10,0.5363,0.2876,0.5363,0.3744
11,0.5363,0.2876,0.5363,0.3744
12,0.5363,0.2876,0.5363,0.3744
13,0.5363,0.2876,0.5363,0.3744
14,0.5363,0.2876,0.5363,0.3744
15,0.5363,0.2876,0.5363,0.3744
16,0.5363,0.2876,0.5363,0.3744
17,0.5363,0.2876,0.5363,0.3744
18,0.5363,0.2876,0.5363,0.3744
19,0.5363,0.2876,0.5363,0.3744
20,0.5363,0.2876,0.5363,0.3744
21,0.5363,0.2876,0.5363,0.3744
22,0.5363,0.2876,0.5363,0.3744
23,0.5363,0.2876,0.5363,0.3744
24,0.5363,0.2876,0.5363,0.3744
25,0.5363,0.2876,0.5363,0.3744
26,0.5363,0.2876,0.5363,0.3744
27,0.5363,0.2876,0.5363,0.3744
28,0.5363,0.2876,0.5363,0.3744
29,0.5363,0.2876,0.5363,0.3744
30,0.5363,0.2876,0.5363,0.3744
31,0.5363,0.2876,0.5363,0.3744
32,0.5363,0.2876,0.5363,0.3744
33,0.5363,0.2876,0.5363,0.3744
34,0.5363,0.2876,0.5363,0.3744
35,0.5363,0.2876,0.5363,0.3744
36,0.5363,0.2876,0.5363,0.3744
37,0.5363,0.2876,0.5363,0.3744
38,0.5363,0.2876,0.5363,0.3744
39,0.5363,0.2876,0.5363,0.3744
40,0.5363,0.2876,0.5363,0.3744
41,0.5363,0.2876,0.5363,0.3744
42,0.5363,0.2876,0.5363,0.3744
43,0.5363,0.2876,0.5363,0.3744
44,0.5363,0.2876,0.5363,0.3744
45,0.5363,0.2876,0.5363,0.3744
46,0.5363,0.2876,0.5363,0.3744
47,0.5363,0.2876,0.5363,0.3744
48,0.5363,0.2876,0.5363,0.3744
49,0.5363,0.2876,0.5363,0.3744
50,0.5363,0.2876,0.5363,0.3744
51,0.5363,0.2892,0.5363,0.3758
52,0.5419,0.3283,0.5419,0.3923
53,0.5531,0.3572,0.5531,0.4264
54,0.5475,0.3471,0.5475,0.4160
55,0.5587,0.3607,0.5587,0.4316
56,0.5475,0.3395,0.5475,0.4139
57,0.5587,0.3660,0.5587,0.4398
58,0.5754,0.4262,0.5754,0.4893
59,0.6034,0.4585,0.6034,0.5191
60,0.5922,0.4290,0.5922,0.4975
61,0.6201,0.4908,0.6201,0.5430
62,0.4693,0.5730,0.4693,0.4485
63,0.4078,0.5801,0.4078,0.3862
64,0.6145,0.5897,0.6145,0.5655
65,0.6425,0.4811,0.6425,0.5485
66,0.6145,0.5756,0.6145,0.5640
67,0.4749,0.5842,0.4749,0.4529
68,0.5922,0.5713,0.5922,0.5490
69,0.6201,0.5378,0.6201,0.5586
70,0.5475,0.5897,0.5475,0.5158
71,0.6369,0.5116,0.6369,0.5600
72,0.6648,0.5362,0.6648,0.5843
73,0.6480,0.5528,0.6480,0.5812
74,0.2514,0.5338,0.2514,0.1864
75,0.6313,0.5645,0.6313,0.5748
76,0.6536,0.5594,0.6536,0.5862
77,0.6480,0.5997,0.6480,0.5917
78,0.4358,0.5817,0.4358,0.4152
79,0.6536,0.5744,0.6536,0.5912
80,0.6480,0.5675,0.6480,0.5862
81,0.4413,0.5489,0.4413,0.4243
82,0.5251,0.5264,0.5251,0.4946
83,0.6480,0.5675,0.6480,0.5862
84,0.5587,0.5664,0.5587,0.5239
85,0.6089,0.5806,0.6089,0.5620
86,0.4525,0.5713,0.4525,0.4328
87,0.6760,0.5784,0.6760,0.6061
88,0.5475,0.5727,0.5475,0.5155
89,0.3911,0.5182,0.3911,0.3741
90,0.5084,0.5440,0.5084,0.4817
91,0.6536,0.5806,0.6536,0.5924
92,0.5475,0.5574,0.5475,0.5149
93,0.6034,0.5799,0.6034,0.5579
94,0.6648,0.5512,0.6648,0.5910
95,0.6592,0.5410,0.6592,0.5841
96,0.6648,0.5649,0.6648,0.5960
97,0.6704,0.5672,0.6704,0.5992
98,0.5140,0.5686,0.5140,0.4882
99,0.6201,0.5892,0.6201,0.5708
100,0.6816,0.5794,0.6816,0.6098
101,0.6369,0.5716,0.6369,0.5798
102,0.6648,0.5824,0.6648,0.6000
103,0.2570,0.4862,0.2570,0.2065
104,0.5754,0.5840,0.5754,0.5376
105,0.6648,0.5886,0.6648,0.6012
106,0.6201,0.5892,0.6201,0.5708
107,0.6145,0.5885,0.6145,0.5668
108,0.6648,0.5729,0.6648,0.5962
109,0.6425,0.5007,0.6425,0.5590
110,0.6592,0.5337,0.6592,0.5808
111,0.6480,0.5697,0.6480,0.5847
112,0.5698,0.5418,0.5698,0.5285
113,0.6704,0.5587,0.6704,0.5957
114,0.6201,0.5822,0.6201,0.5700
115,0.6648,0.5950,0.6648,0.6023
116,0.4804,0.8639,0.4804,0.4755
117,0.4190,0.8600,0.4190,0.4035
118,0.4078,0.8456,0.4078,0.3935
119,0.6536,0.8728,0.6536,0.6024
120,0.5922,0.8651,0.5922,0.5577
121,0.6369,0.5845,0.6369,0.5819
122,0.6760,0.5750,0.6760,0.6037
123,0.5978,0.8557,0.5978,0.6203
124,0.5642,0.8457,0.5642,0.5485
125,0.5307,0.8566,0.5307,0.5575
126,0.7430,0.8650,0.7430,0.7310
127,0.6648,0.8342,0.6648,0.6008
128,0.6760,0.8587,0.6760,0.6136
129,0.6816,0.8540,0.6816,0.6161
130,0.6648,0.5387,0.6648,0.5861
131,0.6369,0.5063,0.6369,0.5586
132,0.6704,0.5460,0.6704,0.5909
133,0.6816,0.8597,0.6816,0.6174
134,0.6369,0.8582,0.6369,0.5876
135,0.6927,0.8616,0.6927,0.6325
136,0.7039,0.8739,0.7039,0.6504
137,0.6816,0.8650,0.6816,0.6400
138,0.6425,0.8635,0.6425,0.6313
139,0.6704,0.8565,0.6704,0.6104
140,0.6034,0.8741,0.6034,0.6186
141,0.6872,0.8680,0.6872,0.7145
142,0.7374,0.8917,0.7374,0.7405
143,0.5866,0.8546,0.5866,0.6045
144,0.6760,0.8694,0.6760,0.6242
145,0.6816,0.8703,0.6816,0.6280
146,0.7263,0.8630,0.7263,0.6862
147,0.7542,0.8486,0.7542,0.7375
148,0.8045,0.8879,0.8045,0.8038
149,0.7598,0.8721,0.7598,0.7449
150,0.6872,0.8501,0.6872,0.6328
151,0.7095,0.8547,0.7095,0.6548
152,0.6760,0.8419,0.6760,0.6096
153,0.7374,0.8614,0.7374,0.6978
154,0.6872,0.8557,0.6872,0.6341
155,0.6872,0.8614,0.6872,0.6353
156,0.6872,0.8607,0.6872,0.6211
157,0.6983,0.8668,0.6983,0.6521
158,0.7542,0.8721,0.7542,0.7406
159,0.7933,0.8809,0.7933,0.7915
160,0.7877,0.8745,0.7877,0.7806
161,0.7654,0.8613,0.7654,0.7517
162,0.7542,0.8783,0.7542,0.7292
163,0.7989,0.8922,0.7989,0.7956
164,0.6704,0.8460,0.6704,0.6631
165,0.7486,0.8573,0.7486,0.7416
166,0.7039,0.8631,0.7039,0.6606
167,0.7263,0.8711,0.7263,0.7054
168,0.8380,0.9000,0.8380,0.8500
169,0.8492,0.8893,0.8492,0.8511
170,0.7430,0.8647,0.7430,0.7188
171,0.7542,0.8442,0.7542,0.7330
172,0.6760,0.8636,0.6760,0.6483
173,0.7486,0.8770,0.7486,0.7252
174,0.8324,0.8861,0.8324,0.8344
175,0.8771,0.9049,0.8771,0.8806
176,0.8436,0.8957,0.8436,0.8491
177,0.8547,0.8964,0.8547,0.8568
178,0.7598,0.8654,0.7598,0.7415
179,0.7374,0.8286,0.7374,0.7122
180,0.7542,0.8723,0.7542,0.7366
181,0.7374,0.8636,0.7374,0.7101
182,0.8101,0.8852,0.8101,0.8112
183,0.9106,0.9273,0.9106,0.9134
184,0.9162,0.9271,0.9162,0.9180
185,0.8324,0.8921,0.8324,0.8341
186,0.7821,0.8882,0.7821,0.7775
187,0.7765,0.8769,0.7765,0.7707
188,0.7263,0.8650,0.7263,0.7275
189,0.7709,0.8761,0.7709,0.7564
190,0.8268,0.8855,0.8268,0.8268
191,0.7989,0.8847,0.7989,0.8139
192,0.8547,0.8999,0.8547,0.8565
193,0.7821,0.8641,0.7821,0.7738
194,0.8324,0.8809,0.8324,0.8306
195,0.8659,0.9066,0.8659,0.8733
196,0.8324,0.8954,0.8324,0.8388
197,0.8436,0.9097,0.8436,0.8496
198,0.9106,0.9216,0.9106,0.9119
199,0.8883,0.9031,0.8883,0.8890
200,0.8771,0.8943,0.8771,0.8792
201,0.9330,0.9344,0.9330,0.9330
202,0.8715,0.8941,0.8715,0.8710
203,0.8827,0.8968,0.8827,0.8825
204,0.9106,0.9159,0.9106,0.9107
205,0.9274,0.9291,0.9274,0.9281
206,0.9106,0.9167,0.9106,0.9127
207,0.8492,0.8967,0.8492,0.8568
