# epoch,accuracy,precision,recall,f1_score
0,0.2793,0.0780,0.2793,0.1220
1,0.2793,0.0780,0.2793,0.1220
2,0.2793,0.0780,0.2793,0.1220
3,0.2793,0.0780,0.2793,0.1220
4,0.2793,0.0780,0.2793,0.1220
5,0.2793,0.0780,0.2793,0.1220
6,0.2793,0.0780,0.2793,0.1220
7,0.2793,0.0780,0.2793,0.1220
8,0.2793,0.0780,0.2793,0.1220
9,0.2793,0.0780,0.2793,0.1220
10,0.2793,0.0780,0.2793,0.1220
11,0.2793,0.0780,0.2793,0.1220
12,0.2793,0.0780,0.2793,0.1220
13,0.2793,0.0780,0.2793,0.1220
14,0.2793,0.0780,0.2793,0.1220
15,0.2793,0.0780,0.2793,0.1220
16,0.2793,0.0780,0.2793,0.1220
17,0.2793,0.0780,0.2793,0.1220
18,0.2793,0.0780,0.2793,0.1220
19,0.2905,0.6152,0.2905,0.1449
20,0.3184,0.6175,0.3184,0.1987
21,0.2905,0.6152,0.2905,0.1449
22,0.2905,0.6152,0.2905,0.1449
23,0.3017,0.6161,0.3017,0.1671
24,0.3073,0.6166,0.3073,0.1778
25,0.3128,0.6170,0.3128,0.1884
26,0.3352,0.6190,0.3352,0.2287
27,0.3966,0.6247,0.3966,0.3268
28,0.4358,0.6109,0.4358,0.3799
29,0.3687,0.5910,0.3687,0.2836
30,0.3520,0.5827,0.3520,0.2567
31,0.3240,0.6180,0.3240,0.2089
32,0.3128,0.6170,0.3128,0.1884
33,0.2849,0.6148,0.2849,0.1336
34,0.2793,0.0780,0.2793,0.1220
35,0.2793,0.0780,0.2793,0.1220
36,0.2793,0.0780,0.2793,0.1220
37,0.2793,0.0780,0.2793,0.1220
38,0.2793,0.0780,0.2793,0.1220
39,0.2793,0.0780,0.2793,0.1220
40,0.2793,0.0780,0.2793,0.1220
41,0.2793,0.0780,0.2793,0.1220
42,0.2793,0.0780,0.2793,0.1220
43,0.2793,0.0780,0.2793,0.1220
44,0.2793,0.0780,0.2793,0.1220
45,0.2793,0.0780,0.2793,0.1220
46,0.2793,0.0780,0.2793,0.1220
47,0.2793,0.0780,0.2793,0.1220
48,0.2793,0.0780,0.2793,0.1220
49,0.2793,0.0780,0.2793,0.1220
50,0.2793,0.0780,0.2793,0.1220
51,0.2793,0.0780,0.2793,0.1220
52,0.2793,0.0780,0.2793,0.1220
53,0.2793,0.0780,0.2793,0.1220
54,0.2793,0.0780,0.2793,0.1220
55,0.2793,0.0780,0.2793,0.1220
56,0.2793,0.0780,0.2793,0.1220
57,0.2793,0.0780,0.2793,0.1220
58,0.2793,0.0780,0.2793,0.1220
59,0.2793,0.0780,0.2793,0.1220
60,0.2793,0.0780,0.2793,0.1220
61,0.2793,0.0780,0.2793,0.1220
62,0.2793,0.0780,0.2793,0.1220
63,0.2793,0.0780,0.2793,0.1220
64,0.2793,0.0780,0.2793,0.1220
65,0.2793,0.0780,0.2793,0.1220
66,0.2793,0.0780,0.2793,0.1220
67,0.2793,0.0780,0.2793,0.1220
68,0.2793,0.0780,0.2793,0.1220
69,0.2793,0.0780,0.2793,0.1220
70,0.2793,0.0780,0.2793,0.1220
71,0.2793,0.0780,0.2793,0.1220
72,0.2793,0.0780,0.2793,0.1220
73,0.2793,0.0789,0.2793,0.1231
74,0.2793,0.0780,0.2793,0.1220
75,0.3408,0.6361,0.3408,0.2573
76,0.3631,0.6300,0.3631,0.2853
77,0.2793,0.0785,0.2793,0.1225
78,0.2849,0.6166,0.2849,0.1358
79,0.2793,0.0798,0.2793,0.1241
80,0.2905,0.6270,0.2905,0.1588
81,0.2793,0.0857,0.2793,0.1311
82,0.2793,0.0794,0.2793,0.1236
83,0.2793,0.0857,0.2793,0.1311
84,0.2793,0.0862,0.2793,0.1318
85,0.2793,0.0841,0.2793,0.1293
86,0.2737,0.0889,0.2737,0.1342
87,0.3520,0.6773,0.3520,0.3153
88,0.2849,0.6578,0.2849,0.1803
89,0.2849,0.1028,0.2849,0.1501
90,0.2905,0.6756,0.2905,0.2077
91,0.3073,0.1497,0.3073,0.2012
92,0.3128,0.6974,0.3128,0.2315
93,0.2793,0.1293,0.2793,0.1768
94,0.2961,0.6871,0.2961,0.2094
95,0.2849,0.1319,0.2849,0.1803
96,0.3017,0.1579,0.3017,0.2069
97,0.2961,0.6793,0.2961,0.2123
98,0.2905,0.1324,0.2905,0.1819
99,0.3240,0.7056,0.3240,0.2312
100,0.3408,0.7118,0.3408,0.2402
101,0.3240,0.1656,0.3240,0.2185
102,0.3073,0.1443,0.3073,0.1963
103,0.3464,0.2058,0.3464,0.2537
104,0.3799,0.7468,0.3799,0.3284
105,0.4022,0.7580,0.4022,0.3586
106,0.2905,0.1536,0.2905,0.2007
107,0.3464,0.7384,0.3464,0.2608
108,0.3464,0.7384,0.3464,0.2608
109,0.3408,0.7321,0.3408,0.2554
110,0.4134,0.7713,0.4134,0.3612
111,0.3520,0.1825,0.3520,0.2389
112,0.4134,0.7816,0.4134,0.3589
113,0.5196,0.8156,0.5196,0.5122
114,0.4413,0.7983,0.4413,0.3844
115,0.3966,0.7862,0.3966,0.3136
116,0.3743,0.7622,0.3743,0.2933
117,0.5140,0.8078,0.5140,0.4975
118,0.4469,0.7908,0.4469,0.3979
119,0.3631,0.2203,0.3631,0.2676
120,0.3966,0.7760,0.3966,0.3162
121,0.5028,0.7958,0.5028,0.4814
122,0.4358,0.7980,0.4358,0.3744
123,0.3743,0.7501,0.3743,0.2857
124,0.3687,0.2029,0.3687,0.2578
125,0.3855,0.7535,0.3855,0.3184
126,0.3575,0.7364,0.3575,0.2816
127,0.3911,0.7715,0.3911,0.3120
128,0.5196,0.7766,0.5196,0.5168
129,0.3408,0.7262,0.3408,0.2512
130,0.5587,0.7947,0.5587,0.5647
131,0.5307,0.8027,0.5307,0.5180
132,0.5251,0.8115,0.5251,0.5030
133,0.4413,0.7925,0.4413,0.3749
134,0.4246,0.7939,0.4246,0.3520
135,0.4134,0.8179,0.4134,0.3314
136,0.4190,0.7787,0.4190,0.3505
137,0.4413,0.7826,0.4413,0.3767
138,0.4916,0.7905,0.4916,0.4686
139,0.8380,0.8804,0.8380,0.8464
140,0.5363,0.8284,0.5363,0.5248
141,0.4302,0.8126,0.4302,0.3443
142,0.4358,0.7908,0.4358,0.3723
143,0.5251,0.7966,0.5251,0.5178
144,0.5419,0.8289,0.5419,0.5327
145,0.4525,0.8047,0.4525,0.3921
146,0.5810,0.8202,0.5810,0.5810
147,0.7318,0.8517,0.7318,0.7459
148,0.3855,0.7387,0.3855,0.3085
149,0.7095,0.8202,0.7095,0.7263
150,0.3743,0.7584,0.3743,0.2821
151,0.4749,0.7992,0.4749,0.4277
152,0.4749,0.7817,0.4749,0.4459
153,0.7486,0.8383,0.7486,0.7617
154,0.7263,0.8585,0.7263,0.7440
155,0.4804,0.7907,0.4804,0.4461
156,0.3464,0.7283,0.3464,0.2637
157,0.3799,0.7347,0.3799,0.2954
158,0.6816,0.8010,0.6816,0.6971
159,0.7095,0.8067,0.7095,0.7237
160,0.6983,0.8167,0.6983,0.7126
161,0.7877,0.8511,0.7877,0.7972
162,0.6313,0.8358,0.6313,0.6381
163,0.4358,0.7861,0.4358,0.3613
164,0.5084,0.7981,0.5084,0.4836
165,0.6760,0.8354,0.6760,0.6936
166,0.7430,0.8547,0.7430,0.7553
167,0.5978,0.8149,0.5978,0.5991
168,0.6145,0.8295,0.6145,0.6170
169,0.5028,0.8013,0.5028,0.4723
170,0.7430,0.8609,0.7430,0.7608
171,0.8492,0.8941,0.8492,0.8581
172,0.6313,0.8308,0.6313,0.6399
173,0.7654,0.8580,0.7654,0.7785
174,0.8547,0.8813,0.8547,0.8592
175,0.7263,0.8420,0.7263,0.7397
176,0.4525,0.8176,0.4525,0.3893
177,0.6927,0.8405,0.6927,0.7049
178,0.7486,0.8559,0.7486,0.7608
179,0.5531,0.7987,0.5531,0.5352
180,0.6425,0.8237,0.6425,0.6454
181,0.6369,0.8244,0.6369,0.6356
182,0.6816,0.8567,0.6816,0.6936
183,0.7207,0.8605,0.7207,0.7405
184,0.7486,0.8282,0.7486,0.7606
185,0.7318,0.8186,0.7318,0.7419
186,0.6704,0.8107,0.6704,0.6779
187,0.8715,0.9070,0.8715,0.8786
188,0.8547,0.8952,0.8547,0.8629
189,0.9274,0.9374,0.9274,0.9299
190,0.9050,0.9262,0.9050,0.9094
191,0.6369,0.8422,0.6369,0.6399
192,0.8156,0.8841,0.8156,0.8275
193,0.7709,0.8691,0.7709,0.7845
194,0.5922,0.7950,0.5922,0.5909
195,0.7486,0.8397,0.7486,0.7581
196,0.8827,0.8999,0.8827,0.8859
197,0.8883,0.9061,0.8883,0.8916
198,0.9162,0.9230,0.9162,0.9183
199,0.8994,0.9194,0.8994,0.9042
200,0.7821,0.8632,0.7821,0.7942
201,0.6145,0.8016,0.6145,0.6229
202,0.8380,0.8811,0.8380,0.8458
203,0.8659,0.8998,0.8659,0.8718
204,0.9162,0.9276,0.9162,0.9187
205,0.8939,0.9091,0.8939,0.8974
206,0.8547,0.8887,0.8547,0.8605
207,0.8771,0.9070,0.8771,0.8828
